#SampleID	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Acidobacteriota;c__Subgroup_21	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Patescibacteria;c__uncultured	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Chloroflexi;c__P2-11E	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Acidobacteriota;c__Subgroup_18	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__WS2;c__WS2	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Rs-K70_termite_group;c__Rs-K70_termite_group	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__Pla3_lineage	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_20	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__RCP2-54;c__RCP2-54
SRR6764558	1428.0	2530.0	2642.0	3222.0	1260.0	0.0	1071.0	442.0	112.0	337.0	40.0	339.0	105.0	1651.0	192.0	0.0	2034.0	287.0	1595.0	78.0	97.0	36.0	504.0	0.0	45.0	327.0	383.0	157.0	1005.0	161.0	29.0	0.0	0.0	0.0	0.0	145.0	45.0	11.0	94.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	33.0	18.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764559	478.0	2317.0	2106.0	3124.0	895.0	0.0	517.0	523.0	166.0	292.0	200.0	299.0	116.0	1091.0	277.0	0.0	1078.0	228.0	1965.0	35.0	35.0	19.0	152.0	0.0	0.0	198.0	227.0	0.0	646.0	0.0	37.0	0.0	0.0	0.0	0.0	110.0	10.0	5.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764560	984.0	3113.0	1959.0	1472.0	610.0	0.0	955.0	321.0	280.0	180.0	20.0	612.0	351.0	1836.0	308.0	29.0	995.0	174.0	1128.0	103.0	24.0	94.0	382.0	0.0	0.0	108.0	423.0	120.0	846.0	299.0	28.0	42.0	19.0	0.0	54.0	81.0	35.0	0.0	0.0	0.0	33.0	100.0	18.0	131.0	0.0	0.0	0.0	44.0	26.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764561	1111.0	3308.0	2740.0	4217.0	1001.0	0.0	1032.0	434.0	127.0	269.0	110.0	326.0	118.0	1538.0	273.0	0.0	1938.0	333.0	2960.0	89.0	89.0	34.0	499.0	0.0	73.0	327.0	289.0	240.0	1034.0	138.0	0.0	57.0	0.0	34.0	59.0	35.0	69.0	11.0	84.0	0.0	12.0	44.0	0.0	0.0	0.0	30.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764562	931.0	2597.0	1613.0	1558.0	471.0	0.0	276.0	517.0	286.0	408.0	56.0	520.0	65.0	1173.0	236.0	0.0	723.0	93.0	1160.0	106.0	21.0	0.0	129.0	0.0	0.0	122.0	327.0	130.0	748.0	183.0	32.0	9.0	0.0	0.0	0.0	127.0	22.0	0.0	81.0	0.0	0.0	93.0	14.0	0.0	0.0	0.0	0.0	20.0	34.0	22.0	0.0	0.0	0.0	0.0	77.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764563	1624.0	2792.0	2007.0	2178.0	557.0	0.0	1083.0	428.0	264.0	656.0	0.0	411.0	158.0	1698.0	215.0	10.0	1089.0	112.0	1420.0	79.0	54.0	0.0	364.0	0.0	27.0	154.0	535.0	241.0	1231.0	237.0	0.0	33.0	14.0	67.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	103.0	20.0	126.0	0.0	0.0	17.0	63.0	19.0	60.0	37.0	0.0	49.0	0.0	33.0	84.0	0.0	12.0	25.0	0.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764564	3130.0	2807.0	4206.0	4565.0	1651.0	76.0	1279.0	675.0	228.0	412.0	210.0	316.0	72.0	914.0	340.0	63.0	2494.0	85.0	293.0	174.0	212.0	26.0	1739.0	0.0	75.0	490.0	473.0	116.0	1143.0	373.0	143.0	63.0	157.0	106.0	70.0	68.0	41.0	154.0	0.0	0.0	0.0	271.0	45.0	0.0	23.0	59.0	25.0	97.0	0.0	73.0	0.0	0.0	55.0	0.0	112.0	102.0	0.0	133.0	0.0	0.0	31.0	0.0	13.0	0.0	53.0	40.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764565	126.0	2098.0	2467.0	1837.0	246.0	0.0	0.0	0.0	172.0	0.0	210.0	36.0	0.0	0.0	0.0	0.0	82.0	35.0	1906.0	0.0	5.0	0.0	658.0	0.0	0.0	28.0	0.0	86.0	12.0	0.0	0.0	89.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764566	2379.0	1834.0	3004.0	2992.0	971.0	0.0	813.0	595.0	65.0	289.0	200.0	320.0	42.0	724.0	350.0	0.0	2237.0	114.0	344.0	97.0	167.0	33.0	629.0	0.0	22.0	69.0	415.0	206.0	791.0	256.0	66.0	51.0	0.0	106.0	0.0	78.0	54.0	21.0	103.0	0.0	0.0	141.0	41.0	0.0	0.0	0.0	0.0	81.0	0.0	53.0	14.0	0.0	51.0	0.0	212.0	0.0	0.0	53.0	17.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764568	0.0	1617.0	2309.0	1500.0	53.0	0.0	0.0	0.0	78.0	0.0	233.0	192.0	211.0	300.0	0.0	0.0	0.0	25.0	3944.0	0.0	6.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764569	509.0	3574.0	3449.0	4493.0	832.0	0.0	236.0	86.0	14.0	97.0	245.0	0.0	0.0	216.0	90.0	0.0	839.0	26.0	377.0	186.0	200.0	0.0	412.0	0.0	29.0	0.0	30.0	0.0	156.0	137.0	0.0	58.0	0.0	0.0	0.0	0.0	17.0	0.0	153.0	11.0	0.0	0.0	0.0	0.0	0.0	49.0	109.0	44.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
SRR6764570	604.0	3227.0	3538.0	5772.0	1154.0	0.0	881.0	0.0	80.0	0.0	955.0	86.0	26.0	714.0	385.0	63.0	1224.0	93.0	1076.0	102.0	167.0	12.0	287.0	0.0	0.0	0.0	84.0	53.0	446.0	0.0	232.0	212.0	0.0	0.0	59.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	138.0	65.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764571	150.0	2024.0	2939.0	4789.0	824.0	0.0	0.0	43.0	0.0	76.0	213.0	23.0	42.0	174.0	128.0	0.0	929.0	0.0	351.0	65.0	57.0	0.0	436.0	0.0	0.0	80.0	46.0	0.0	78.0	0.0	92.0	75.0	0.0	0.0	26.0	0.0	0.0	55.0	67.0	0.0	0.0	24.0	0.0	0.0	0.0	170.0	33.0	30.0	0.0	0.0	0.0	0.0	93.0	0.0	28.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764572	0.0	2396.0	2731.0	4111.0	378.0	0.0	0.0	10.0	88.0	0.0	284.0	37.0	0.0	169.0	0.0	0.0	215.0	111.0	2420.0	0.0	17.0	11.0	468.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764573	69.0	3222.0	3319.0	4878.0	647.0	0.0	52.0	58.0	88.0	0.0	616.0	28.0	0.0	503.0	18.0	0.0	200.0	0.0	3311.0	0.0	14.0	0.0	644.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	13.0	147.0	0.0	0.0	37.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764574	1469.0	1969.0	1505.0	2095.0	653.0	0.0	638.0	199.0	197.0	287.0	58.0	250.0	125.0	841.0	205.0	12.0	1119.0	55.0	915.0	53.0	49.0	13.0	39.0	0.0	19.0	74.0	253.0	118.0	162.0	198.0	0.0	131.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	88.0	0.0	25.0	8.0	0.0	23.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764575	524.0	2470.0	2758.0	3255.0	704.0	0.0	243.0	67.0	75.0	59.0	386.0	58.0	0.0	94.0	92.0	0.0	966.0	0.0	606.0	102.0	168.0	0.0	537.0	0.0	0.0	85.0	0.0	0.0	98.0	0.0	67.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	23.0	35.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764576	305.0	2301.0	3081.0	6169.0	839.0	0.0	154.0	103.0	18.0	0.0	424.0	152.0	0.0	460.0	137.0	0.0	872.0	25.0	1246.0	0.0	60.0	0.0	452.0	0.0	27.0	0.0	0.0	90.0	17.0	66.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	5.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764577	38.0	1709.0	2445.0	3450.0	353.0	0.0	0.0	30.0	88.0	0.0	249.0	19.0	0.0	125.0	0.0	0.0	103.0	68.0	1884.0	0.0	0.0	0.0	662.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764578	12.0	1711.0	2637.0	3732.0	647.0	0.0	57.0	35.0	61.0	0.0	260.0	80.0	72.0	37.0	0.0	0.0	206.0	91.0	2351.0	0.0	0.0	0.0	761.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	163.0	0.0	0.0	33.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764579	136.0	2953.0	3383.0	4423.0	1203.0	0.0	105.0	19.0	279.0	0.0	647.0	113.0	55.0	65.0	28.0	0.0	494.0	212.0	3290.0	0.0	0.0	0.0	985.0	0.0	0.0	62.0	0.0	50.0	48.0	57.0	13.0	268.0	0.0	0.0	35.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764580	44.0	2725.0	3309.0	3908.0	532.0	0.0	84.0	19.0	119.0	0.0	371.0	28.0	0.0	0.0	16.0	0.0	237.0	21.0	3507.0	0.0	0.0	0.0	493.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	20.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764581	75.0	3203.0	3251.0	4328.0	978.0	0.0	108.0	51.0	168.0	0.0	571.0	112.0	0.0	153.0	0.0	47.0	380.0	0.0	2131.0	125.0	32.0	0.0	1042.0	0.0	0.0	0.0	0.0	57.0	8.0	0.0	104.0	319.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	57.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764582	0.0	2444.0	2577.0	3499.0	747.0	0.0	99.0	14.0	66.0	0.0	376.0	79.0	0.0	50.0	0.0	0.0	422.0	29.0	1271.0	73.0	0.0	0.0	741.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	169.0	0.0	0.0	21.0	0.0	0.0	66.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	10.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764583	1792.0	1555.0	2449.0	2623.0	1031.0	31.0	608.0	317.0	80.0	374.0	121.0	202.0	36.0	510.0	357.0	0.0	1529.0	83.0	572.0	0.0	67.0	92.0	660.0	6.0	14.0	123.0	418.0	166.0	881.0	39.0	76.0	11.0	95.0	115.0	41.0	90.0	47.0	0.0	137.0	0.0	0.0	226.0	16.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	15.0	0.0	0.0	0.0	0.0	118.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764584	1719.0	2633.0	2970.0	3531.0	1741.0	147.0	497.0	368.0	388.0	435.0	241.0	347.0	58.0	492.0	366.0	18.0	2017.0	111.0	663.0	133.0	100.0	15.0	591.0	0.0	42.0	379.0	515.0	267.0	1347.0	248.0	153.0	0.0	55.0	124.0	47.0	43.0	97.0	0.0	129.0	0.0	0.0	128.0	27.0	0.0	13.0	89.0	0.0	110.0	0.0	22.0	41.0	0.0	54.0	0.0	100.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764585	2052.0	1182.0	2502.0	1937.0	1275.0	33.0	413.0	374.0	193.0	157.0	110.0	253.0	39.0	458.0	224.0	0.0	1451.0	50.0	345.0	161.0	110.0	0.0	335.0	7.0	16.0	231.0	386.0	196.0	693.0	159.0	0.0	16.0	0.0	0.0	0.0	38.0	33.0	0.0	112.0	0.0	0.0	116.0	15.0	0.0	0.0	31.0	20.0	43.0	0.0	29.0	11.0	0.0	43.0	0.0	92.0	19.0	15.0	34.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764586	2261.0	1855.0	3140.0	3683.0	1179.0	27.0	490.0	542.0	155.0	328.0	279.0	246.0	19.0	612.0	286.0	37.0	1948.0	68.0	595.0	42.0	111.0	0.0	522.0	0.0	54.0	296.0	492.0	172.0	1339.0	300.0	73.0	67.0	34.0	0.0	52.0	51.0	0.0	0.0	147.0	0.0	0.0	177.0	24.0	0.0	0.0	0.0	63.0	92.0	0.0	37.0	68.0	0.0	70.0	0.0	99.0	0.0	0.0	63.0	21.0	0.0	0.0	0.0	16.0	52.0	18.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
