#SampleID	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__RCP2-54	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota
SRR5225033	191.0	4551.0	6165.0	1292.0	1520.0	1140.0	4282.0	2402.0	807.0	51.0	482.0	15.0	396.0	134.0	7.0	33.0	139.0	0.0	0.0	40.0	0.0	0.0	11.0	0.0	2.0	0.0	9.0	0.0	0.0
SRR5225035	144.0	1880.0	8051.0	1922.0	1986.0	749.0	5093.0	4719.0	564.0	322.0	2045.0	746.0	1969.0	185.0	176.0	433.0	298.0	171.0	36.0	14.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225036	97.0	1317.0	6941.0	1187.0	1775.0	500.0	5001.0	4502.0	456.0	265.0	338.0	197.0	1201.0	223.0	0.0	160.0	67.0	267.0	78.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225037	0.0	539.0	5428.0	1460.0	1332.0	466.0	987.0	5326.0	16.0	0.0	54.0	99.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225042	99.0	5532.0	5777.0	1449.0	935.0	861.0	2504.0	2480.0	1144.0	229.0	555.0	155.0	1023.0	173.0	0.0	0.0	895.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
SRR5225049	0.0	2590.0	4160.0	470.0	565.0	724.0	2771.0	2249.0	598.0	77.0	55.0	20.0	296.0	144.0	0.0	52.0	37.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225051	67.0	802.0	4090.0	568.0	734.0	573.0	3051.0	2147.0	478.0	312.0	196.0	364.0	974.0	82.0	0.0	96.0	28.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225052	66.0	667.0	4721.0	1297.0	1184.0	376.0	3795.0	3652.0	424.0	30.0	373.0	23.0	744.0	203.0	0.0	154.0	52.0	179.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225053	0.0	758.0	3591.0	845.0	466.0	242.0	437.0	3949.0	0.0	0.0	0.0	0.0	0.0	265.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225064	32.0	3465.0	4832.0	1200.0	518.0	343.0	2363.0	1975.0	1655.0	101.0	22.0	76.0	448.0	117.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225067	309.0	2014.0	6862.0	1592.0	2165.0	645.0	6322.0	3323.0	623.0	193.0	1457.0	846.0	2038.0	43.0	0.0	325.0	310.0	0.0	76.0	0.0	0.0	0.0	56.0	0.0	0.0	15.0	11.0	0.0	0.0
SRR5225074	89.0	1570.0	9275.0	1356.0	2149.0	606.0	5923.0	3928.0	437.0	395.0	713.0	242.0	1252.0	158.0	0.0	230.0	143.0	20.0	30.0	108.0	0.0	0.0	28.0	0.0	3.0	13.0	0.0	0.0	0.0
SRR5225079	0.0	738.0	4416.0	763.0	385.0	585.0	946.0	3044.0	106.0	0.0	40.0	216.0	0.0	114.0	25.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225080	269.0	6794.0	10010.0	3128.0	2978.0	1780.0	6506.0	6225.0	1817.0	372.0	1331.0	808.0	1628.0	103.0	6.0	636.0	1497.0	77.0	13.0	0.0	0.0	0.0	87.0	0.0	36.0	55.0	16.0	0.0	0.0
SRR5225081	13.0	1746.0	3886.0	1151.0	735.0	106.0	1014.0	2939.0	169.0	112.0	97.0	125.0	46.0	63.0	0.0	22.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225083	244.0	6723.0	8885.0	2984.0	2507.0	1778.0	5579.0	3863.0	1732.0	367.0	2258.0	1245.0	1618.0	36.0	0.0	210.0	266.0	139.0	107.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	12.0	0.0	0.0
SRR5225096	0.0	659.0	3570.0	888.0	500.0	219.0	1366.0	2863.0	286.0	195.0	41.0	137.0	255.0	48.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225107	64.0	1223.0	5400.0	1144.0	1467.0	217.0	4041.0	3223.0	478.0	280.0	241.0	333.0	1173.0	108.0	36.0	278.0	84.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225110	73.0	2236.0	7144.0	1784.0	1092.0	588.0	4992.0	4754.0	680.0	170.0	462.0	317.0	947.0	236.0	0.0	30.0	76.0	134.0	9.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225112	91.0	1040.0	3549.0	734.0	778.0	452.0	2361.0	1257.0	525.0	128.0	0.0	11.0	265.0	98.0	0.0	34.0	32.0	0.0	29.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225113	33.0	6673.0	7390.0	1204.0	1066.0	387.0	3399.0	2783.0	1568.0	236.0	300.0	38.0	363.0	151.0	0.0	54.0	116.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225125	55.0	1952.0	7552.0	1470.0	2047.0	561.0	5278.0	2826.0	545.0	312.0	985.0	491.0	1312.0	69.0	14.0	197.0	82.0	69.0	64.0	36.0	0.0	0.0	13.0	0.0	0.0	0.0	19.0	0.0	0.0
SRR5225126	132.0	672.0	3373.0	786.0	1430.0	375.0	2151.0	2297.0	310.0	52.0	659.0	167.0	698.0	86.0	0.0	14.0	0.0	90.0	33.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225127	0.0	899.0	5795.0	1868.0	1857.0	837.0	1846.0	4662.0	206.0	31.0	335.0	344.0	140.0	290.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225128	28.0	1637.0	3217.0	305.0	941.0	593.0	2538.0	748.0	301.0	155.0	56.0	15.0	465.0	20.0	0.0	53.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225129	0.0	2434.0	5076.0	803.0	970.0	476.0	3833.0	2704.0	525.0	204.0	181.0	117.0	776.0	75.0	13.0	52.0	96.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225140	0.0	1358.0	3265.0	663.0	612.0	465.0	1410.0	2594.0	52.0	0.0	164.0	0.0	137.0	77.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225141	19.0	1343.0	5287.0	1071.0	1412.0	457.0	3926.0	2753.0	263.0	256.0	259.0	165.0	1155.0	99.0	14.0	100.0	0.0	159.0	8.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
SRR5225142	70.0	1091.0	6626.0	2216.0	2548.0	703.0	4548.0	4712.0	472.0	264.0	986.0	592.0	1110.0	229.0	0.0	61.0	163.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225147	0.0	489.0	3956.0	903.0	1477.0	653.0	1824.0	4289.0	33.0	19.0	47.0	123.0	95.0	175.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225154	25.0	740.0	2777.0	433.0	821.0	425.0	3440.0	1139.0	395.0	0.0	411.0	156.0	720.0	67.0	0.0	66.0	29.0	0.0	18.0	83.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
SRR5225155	328.0	1752.0	5377.0	1476.0	2183.0	475.0	3039.0	4395.0	520.0	132.0	1071.0	437.0	954.0	173.0	0.0	46.0	137.0	220.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225156	0.0	692.0	4402.0	666.0	718.0	297.0	945.0	3533.0	67.0	21.0	17.0	52.0	78.0	98.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225157	36.0	2029.0	2526.0	401.0	834.0	591.0	3260.0	575.0	529.0	151.0	588.0	25.0	446.0	17.0	8.0	25.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
SRR5225158	147.0	3705.0	6593.0	1329.0	2023.0	1088.0	6155.0	2986.0	587.0	209.0	588.0	162.0	1311.0	111.0	0.0	247.0	231.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
SRR5225159	0.0	1828.0	4830.0	777.0	537.0	328.0	348.0	3312.0	174.0	0.0	15.0	16.0	114.0	0.0	0.0	38.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225160	80.0	1477.0	3726.0	927.0	1333.0	728.0	4794.0	1174.0	654.0	224.0	153.0	318.0	1553.0	29.0	0.0	27.0	32.0	0.0	0.0	86.0	0.0	0.0	15.0	0.0	0.0	44.0	0.0	0.0	0.0
SRR5225168	129.0	1025.0	5757.0	1175.0	959.0	447.0	2270.0	3462.0	198.0	49.0	966.0	72.0	433.0	165.0	0.0	57.0	67.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225169	0.0	957.0	4857.0	1426.0	222.0	143.0	547.0	3805.0	54.0	0.0	51.0	59.0	0.0	86.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225170	19.0	4521.0	7187.0	1321.0	895.0	883.0	2358.0	5123.0	2405.0	269.0	112.0	43.0	954.0	21.0	0.0	34.0	161.0	0.0	25.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	46.0	23.0	0.0
SRR5225171	66.0	5047.0	7318.0	1508.0	1394.0	1036.0	6431.0	2360.0	949.0	357.0	431.0	329.0	1155.0	97.0	0.0	209.0	223.0	362.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	45.0	6.0	0.0	0.0
SRR5225172	0.0	1046.0	3233.0	926.0	330.0	65.0	197.0	4233.0	231.0	0.0	10.0	10.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225173	50.0	3292.0	3656.0	561.0	1071.0	987.0	4880.0	826.0	936.0	176.0	309.0	242.0	963.0	148.0	8.0	26.0	24.0	126.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225174	55.0	3627.0	9963.0	1625.0	2510.0	675.0	3527.0	5990.0	84.0	112.0	1385.0	655.0	884.0	392.0	0.0	85.0	189.0	59.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225175	6.0	1611.0	6221.0	1371.0	907.0	555.0	1377.0	3619.0	0.0	0.0	115.0	233.0	134.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225176	17.0	2813.0	4571.0	856.0	1211.0	848.0	3001.0	1576.0	552.0	278.0	168.0	238.0	676.0	143.0	0.0	31.0	78.0	176.0	50.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225177	34.0	4201.0	6069.0	934.0	1204.0	690.0	3889.0	2265.0	944.0	211.0	230.0	0.0	979.0	129.0	0.0	66.0	101.0	237.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225178	0.0	1074.0	4132.0	742.0	234.0	180.0	458.0	3333.0	113.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225179	139.0	2049.0	4637.0	890.0	1286.0	752.0	4710.0	1598.0	737.0	355.0	455.0	283.0	1100.0	49.0	0.0	126.0	155.0	0.0	10.0	47.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
SRR5225180	188.0	2337.0	7285.0	2378.0	1890.0	540.0	3794.0	4519.0	163.0	103.0	1270.0	696.0	1010.0	282.0	0.0	66.0	110.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225182	98.0	1254.0	4520.0	419.0	591.0	549.0	3025.0	2131.0	58.0	221.0	340.0	63.0	458.0	19.0	10.0	58.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225183	34.0	3032.0	6346.0	1039.0	611.0	627.0	4194.0	3210.0	860.0	221.0	212.0	0.0	786.0	82.0	0.0	108.0	79.0	192.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225185	69.0	4045.0	5071.0	1204.0	1637.0	1127.0	3362.0	2535.0	884.0	121.0	78.0	159.0	816.0	118.0	0.0	78.0	419.0	57.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0
SRR5225186	0.0	899.0	4416.0	319.0	895.0	249.0	1757.0	2297.0	148.0	137.0	155.0	229.0	223.0	14.0	0.0	26.0	42.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225187	0.0	484.0	5059.0	666.0	568.0	148.0	676.0	4623.0	88.0	0.0	0.0	274.0	0.0	45.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225188	29.0	2563.0	5126.0	1099.0	1168.0	347.0	2821.0	2732.0	423.0	175.0	109.0	255.0	662.0	75.0	0.0	127.0	152.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225190	0.0	1306.0	3309.0	1080.0	628.0	383.0	460.0	3008.0	80.0	0.0	0.0	55.0	0.0	92.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225191	78.0	3808.0	7019.0	1475.0	2364.0	983.0	6120.0	4066.0	896.0	276.0	1413.0	430.0	1386.0	168.0	0.0	149.0	946.0	131.0	39.0	16.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225192	29.0	2061.0	7080.0	1073.0	1575.0	310.0	2295.0	4051.0	170.0	140.0	663.0	250.0	450.0	162.0	4.0	86.0	79.0	117.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225194	188.0	1722.0	3768.0	502.0	969.0	893.0	5067.0	993.0	334.0	162.0	425.0	42.0	589.0	32.0	0.0	0.0	234.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225195	152.0	5307.0	10467.0	1882.0	2508.0	810.0	5030.0	4431.0	786.0	333.0	596.0	74.0	1395.0	138.0	0.0	364.0	128.0	134.0	14.0	17.0	0.0	0.0	15.0	0.0	0.0	25.0	0.0	0.0	0.0
SRR5225196	0.0	1780.0	6222.0	1042.0	455.0	507.0	490.0	4232.0	91.0	0.0	0.0	0.0	22.0	105.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225197	11.0	2280.0	6662.0	2002.0	1642.0	652.0	4811.0	3189.0	556.0	191.0	217.0	473.0	1248.0	106.0	65.0	101.0	179.0	51.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
SRR5225198	0.0	818.0	5087.0	773.0	866.0	351.0	2705.0	3276.0	606.0	0.0	130.0	44.0	285.0	82.0	12.0	84.0	38.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225199	0.0	466.0	7790.0	2229.0	851.0	359.0	987.0	4726.0	11.0	0.0	44.0	140.0	0.0	154.0	0.0	39.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225200	25.0	2524.0	3134.0	720.0	769.0	806.0	3332.0	1086.0	555.0	136.0	11.0	16.0	397.0	26.0	0.0	43.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225201	13.0	1523.0	3577.0	559.0	727.0	519.0	3687.0	2395.0	643.0	216.0	21.0	15.0	384.0	58.0	0.0	45.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225202	0.0	1105.0	3012.0	635.0	370.0	566.0	598.0	3391.0	238.0	0.0	10.0	0.0	0.0	71.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225203	189.0	1326.0	3701.0	830.0	855.0	477.0	3643.0	1041.0	515.0	194.0	297.0	93.0	957.0	24.0	0.0	54.0	181.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
SRR5225205	0.0	859.0	8392.0	1111.0	1523.0	545.0	1088.0	9384.0	377.0	0.0	288.0	106.0	0.0	41.0	12.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
SRR5225206	147.0	4232.0	5667.0	893.0	1210.0	767.0	3747.0	3113.0	871.0	139.0	231.0	0.0	1064.0	73.0	10.0	68.0	193.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225207	0.0	1538.0	3576.0	319.0	470.0	278.0	2300.0	2494.0	271.0	99.0	122.0	68.0	289.0	44.0	0.0	18.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225208	0.0	2305.0	6357.0	239.0	762.0	393.0	677.0	5425.0	131.0	0.0	44.0	54.0	0.0	0.0	0.0	40.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225209	89.0	3651.0	6695.0	1695.0	1412.0	866.0	3817.0	2820.0	1201.0	247.0	287.0	311.0	1214.0	182.0	64.0	120.0	121.0	86.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	23.0	0.0	0.0	0.0
SRR5225210	20.0	541.0	4576.0	823.0	1405.0	302.0	3293.0	2325.0	648.0	108.0	306.0	180.0	465.0	79.0	0.0	60.0	39.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225211	0.0	585.0	5831.0	1226.0	705.0	465.0	1839.0	3728.0	92.0	0.0	89.0	175.0	0.0	226.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225212	50.0	2752.0	3569.0	284.0	455.0	441.0	2769.0	1512.0	454.0	136.0	0.0	124.0	524.0	31.0	0.0	51.0	77.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225215	29.0	876.0	4690.0	547.0	993.0	126.0	1635.0	2565.0	198.0	37.0	75.0	27.0	189.0	23.0	0.0	18.0	16.0	9.0	0.0	0.0	134.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225216	16.0	524.0	4358.0	837.0	679.0	400.0	3253.0	2370.0	824.0	153.0	189.0	17.0	737.0	63.0	0.0	54.0	0.0	134.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225217	0.0	1256.0	9723.0	1511.0	1171.0	498.0	1414.0	9115.0	301.0	0.0	30.0	39.0	0.0	113.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	7.0	0.0	35.0	0.0	0.0	0.0	0.0
SRR5225218	25.0	2321.0	7250.0	2121.0	2386.0	488.0	4754.0	3083.0	478.0	292.0	451.0	493.0	1648.0	151.0	68.0	234.0	142.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225219	17.0	939.0	7367.0	1322.0	751.0	364.0	3176.0	3450.0	190.0	43.0	197.0	38.0	555.0	118.0	0.0	54.0	64.0	126.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225220	0.0	405.0	5492.0	802.0	116.0	83.0	13.0	4683.0	0.0	0.0	106.0	89.0	0.0	95.0	0.0	34.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225221	260.0	2654.0	5745.0	1319.0	1887.0	656.0	4843.0	2273.0	588.0	280.0	355.0	160.0	695.0	129.0	11.0	308.0	211.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
SRR5225222	0.0	1373.0	4004.0	335.0	267.0	270.0	1985.0	2089.0	299.0	109.0	22.0	52.0	104.0	71.0	0.0	25.0	28.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225223	0.0	2897.0	8385.0	1541.0	1233.0	621.0	1536.0	6206.0	235.0	0.0	57.0	57.0	0.0	74.0	0.0	57.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225224	21.0	1905.0	4597.0	794.0	663.0	346.0	3364.0	2084.0	606.0	178.0	108.0	67.0	1046.0	85.0	15.0	23.0	89.0	25.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225225	24.0	1333.0	5863.0	410.0	620.0	209.0	3493.0	2293.0	373.0	118.0	72.0	20.0	617.0	55.0	0.0	41.0	52.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225226	0.0	864.0	4395.0	425.0	254.0	188.0	410.0	3391.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225227	0.0	2329.0	5121.0	934.0	1179.0	471.0	2699.0	2916.0	812.0	384.0	48.0	265.0	631.0	65.0	0.0	32.0	51.0	12.0	15.0	0.0	0.0	0.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0
SRR5225228	11.0	3021.0	6570.0	1062.0	1552.0	659.0	3952.0	3156.0	780.0	210.0	73.0	21.0	821.0	168.0	0.0	210.0	106.0	60.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	36.0	0.0	0.0	0.0
SRR5225229	0.0	1101.0	6377.0	1209.0	712.0	696.0	201.0	5945.0	56.0	0.0	174.0	36.0	0.0	189.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225230	237.0	1721.0	7760.0	1556.0	2501.0	660.0	5837.0	2710.0	588.0	177.0	1334.0	438.0	1673.0	147.0	24.0	220.0	91.0	39.0	34.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225231	24.0	799.0	6473.0	1063.0	1288.0	439.0	3972.0	2571.0	265.0	181.0	117.0	165.0	856.0	78.0	0.0	122.0	7.0	153.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225232	0.0	794.0	6032.0	1282.0	1301.0	441.0	1876.0	3096.0	201.0	41.0	0.0	198.0	115.0	108.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225233	163.0	3151.0	4830.0	1084.0	1668.0	1068.0	5480.0	2606.0	946.0	263.0	247.0	211.0	941.0	92.0	15.0	169.0	96.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	12.0	0.0	0.0
SRR5225234	0.0	1750.0	3604.0	811.0	828.0	347.0	2791.0	1905.0	285.0	206.0	137.0	42.0	385.0	49.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225235	35.0	1948.0	5672.0	1212.0	716.0	464.0	2172.0	2614.0	444.0	0.0	101.0	0.0	51.0	95.0	12.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225236	24.0	864.0	3832.0	378.0	517.0	491.0	2313.0	1504.0	249.0	193.0	92.0	12.0	386.0	48.0	9.0	63.0	54.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225237	32.0	2692.0	4237.0	409.0	998.0	345.0	3047.0	2463.0	1590.0	208.0	38.0	149.0	550.0	98.0	0.0	55.0	36.0	670.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	28.0	0.0	0.0
SRR5225239	0.0	1872.0	6341.0	1335.0	1479.0	432.0	2837.0	3518.0	414.0	188.0	241.0	272.0	782.0	145.0	25.0	47.0	77.0	44.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225240	0.0	1603.0	5997.0	1468.0	1042.0	446.0	2909.0	3987.0	416.0	105.0	366.0	0.0	853.0	113.0	0.0	20.0	64.0	222.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225241	0.0	1134.0	4900.0	871.0	557.0	437.0	575.0	4051.0	36.0	0.0	0.0	0.0	26.0	104.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225242	44.0	2070.0	3572.0	497.0	558.0	456.0	3080.0	2097.0	411.0	218.0	131.0	141.0	418.0	28.0	0.0	68.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225243	0.0	2505.0	4254.0	605.0	526.0	268.0	2769.0	2799.0	1060.0	121.0	68.0	0.0	596.0	76.0	0.0	0.0	67.0	150.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
