#SampleID	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Planctomycetota;c__BD7-11	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__RCP2-54;c__RCP2-54	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Firmicutes;c__BRH-c20a	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Kazania	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Patescibacteria;c__CPR2	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	d__Bacteria;p__Patescibacteria;c__ABY1	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__Acidobacteriota;c__Subgroup_22
SRR5225003	49.0	0.0	1771.0	569.0	964.0	0.0	1458.0	2646.0	2198.0	465.0	270.0	108.0	0.0	138.0	51.0	51.0	0.0	302.0	107.0	449.0	278.0	898.0	105.0	51.0	8.0	81.0	295.0	46.0	83.0	143.0	45.0	0.0	96.0	71.0	0.0	0.0	0.0	88.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225004	0.0	18.0	2407.0	830.0	1250.0	13.0	2346.0	2192.0	3551.0	788.0	308.0	134.0	0.0	106.0	86.0	7.0	23.0	63.0	0.0	325.0	226.0	641.0	143.0	59.0	0.0	179.0	30.0	0.0	0.0	308.0	41.0	0.0	100.0	101.0	114.0	172.0	0.0	0.0	0.0	30.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225005	0.0	44.0	1937.0	762.0	582.0	0.0	2123.0	543.0	5353.0	553.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	60.0	0.0	196.0	96.0	0.0	235.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	19.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225006	46.0	0.0	1756.0	648.0	727.0	0.0	1749.0	1459.0	1877.0	692.0	314.0	118.0	0.0	302.0	156.0	17.0	0.0	28.0	114.0	370.0	142.0	621.0	93.0	22.0	0.0	34.0	21.0	0.0	36.0	44.0	49.0	0.0	0.0	77.0	0.0	99.0	0.0	160.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225007	0.0	10.0	1888.0	444.0	706.0	0.0	1606.0	2223.0	938.0	1486.0	509.0	481.0	0.0	255.0	0.0	0.0	0.0	86.0	45.0	335.0	144.0	179.0	160.0	0.0	0.0	0.0	0.0	0.0	32.0	88.0	0.0	0.0	0.0	78.0	0.0	421.0	12.0	643.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225008	0.0	16.0	1685.0	738.0	543.0	127.0	1805.0	627.0	3022.0	1168.0	199.0	40.0	0.0	14.0	0.0	0.0	239.0	30.0	0.0	294.0	73.0	84.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0	13.0	0.0	16.0	30.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225010	0.0	80.0	4611.0	1423.0	1247.0	51.0	4047.0	3874.0	4139.0	2699.0	463.0	659.0	0.0	586.0	256.0	24.0	0.0	106.0	47.0	119.0	372.0	1024.0	174.0	17.0	37.0	0.0	31.0	85.0	22.0	2.0	138.0	0.0	64.0	142.0	0.0	0.0	7.0	39.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225011	0.0	0.0	2355.0	201.0	593.0	0.0	2012.0	166.0	4417.0	675.0	62.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	41.0	389.0	139.0	0.0	52.0	0.0	0.0	0.0	0.0	21.0	12.0	48.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225012	0.0	0.0	1570.0	386.0	506.0	0.0	1464.0	1841.0	2563.0	636.0	306.0	158.0	0.0	198.0	109.0	0.0	0.0	98.0	17.0	339.0	56.0	426.0	77.0	16.0	0.0	0.0	0.0	0.0	25.0	122.0	93.0	0.0	0.0	38.0	0.0	93.0	0.0	72.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225013	45.0	48.0	5302.0	1749.0	1809.0	20.0	5902.0	3395.0	5552.0	4614.0	885.0	1038.0	0.0	690.0	64.0	8.0	10.0	40.0	134.0	967.0	378.0	756.0	0.0	0.0	11.0	53.0	8.0	37.0	101.0	199.0	110.0	0.0	23.0	126.0	0.0	119.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225015	80.0	0.0	1595.0	254.0	654.0	0.0	1080.0	2715.0	861.0	502.0	130.0	324.0	14.0	42.0	118.0	0.0	0.0	0.0	20.0	669.0	211.0	136.0	48.0	44.0	0.0	41.0	36.0	0.0	0.0	91.0	45.0	5.0	0.0	44.0	0.0	0.0	0.0	196.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225016	0.0	38.0	2235.0	490.0	727.0	9.0	1485.0	1897.0	2536.0	947.0	439.0	330.0	0.0	74.0	127.0	0.0	7.0	10.0	0.0	187.0	57.0	228.0	80.0	28.0	0.0	0.0	0.0	0.0	0.0	65.0	38.0	21.0	40.0	110.0	0.0	143.0	0.0	181.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225019	0.0	7.0	2484.0	1082.0	493.0	0.0	1601.0	1712.0	3756.0	198.0	218.0	20.0	0.0	29.0	0.0	0.0	0.0	27.0	116.0	107.0	21.0	172.0	207.0	16.0	0.0	47.0	51.0	0.0	0.0	328.0	32.0	0.0	0.0	49.0	135.0	97.0	43.0	18.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225020	0.0	0.0	3177.0	579.0	526.0	0.0	2527.0	320.0	5625.0	435.0	0.0	0.0	0.0	52.0	0.0	0.0	90.0	0.0	136.0	160.0	6.0	0.0	380.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	28.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225022	0.0	0.0	1611.0	189.0	360.0	0.0	1402.0	1226.0	2291.0	1405.0	518.0	148.0	0.0	152.0	0.0	0.0	0.0	0.0	13.0	324.0	10.0	59.0	80.0	0.0	0.0	0.0	0.0	0.0	19.0	83.0	0.0	0.0	40.0	40.0	11.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225025	0.0	0.0	3541.0	829.0	1486.0	0.0	2810.0	3093.0	3411.0	387.0	185.0	298.0	0.0	95.0	113.0	0.0	0.0	152.0	49.0	260.0	145.0	489.0	202.0	37.0	0.0	75.0	45.0	0.0	18.0	126.0	194.0	0.0	30.0	84.0	19.0	0.0	0.0	44.0	0.0	0.0	24.0	17.0	0.0	0.0	0.0	0.0	0.0	26.0	9.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225026	0.0	0.0	3335.0	1043.0	1028.0	0.0	2751.0	590.0	5540.0	892.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	317.0	10.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	9.0	32.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225027	151.0	0.0	4032.0	1220.0	2455.0	0.0	3239.0	4386.0	2727.0	1199.0	594.0	497.0	0.0	378.0	282.0	18.0	84.0	543.0	171.0	685.0	745.0	1215.0	76.0	68.0	15.0	520.0	578.0	21.0	180.0	265.0	53.0	0.0	288.0	92.0	0.0	0.0	125.0	134.0	0.0	25.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	49.0	13.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225028	0.0	0.0	1675.0	378.0	842.0	2.0	1697.0	1851.0	2187.0	289.0	260.0	86.0	0.0	101.0	22.0	0.0	0.0	98.0	0.0	227.0	25.0	318.0	74.0	24.0	0.0	55.0	24.0	0.0	28.0	294.0	78.0	0.0	42.0	50.0	0.0	0.0	9.0	0.0	0.0	0.0	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225029	0.0	0.0	2413.0	954.0	937.0	0.0	2955.0	1145.0	3635.0	270.0	49.0	0.0	0.0	44.0	0.0	0.0	0.0	70.0	82.0	545.0	0.0	0.0	340.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	98.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225030	36.0	20.0	2787.0	471.0	838.0	0.0	3456.0	2297.0	2424.0	1205.0	159.0	123.0	0.0	63.0	113.0	0.0	0.0	15.0	0.0	331.0	219.0	585.0	80.0	13.0	0.0	18.0	0.0	0.0	53.0	183.0	69.0	0.0	63.0	92.0	0.0	68.0	0.0	24.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225031	0.0	0.0	3261.0	1270.0	1312.0	0.0	4232.0	549.0	6217.0	1201.0	601.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	656.0	61.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225032	54.0	8.0	1851.0	561.0	532.0	0.0	1127.0	3016.0	1344.0	1478.0	789.0	491.0	0.0	265.0	148.0	0.0	0.0	0.0	0.0	534.0	0.0	265.0	110.0	0.0	0.0	33.0	0.0	0.0	51.0	118.0	11.0	0.0	0.0	46.0	0.0	46.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225033	89.0	29.0	3874.0	1128.0	1520.0	41.0	2291.0	3955.0	2402.0	3294.0	670.0	1228.0	0.0	164.0	51.0	28.0	0.0	5.0	10.0	1060.0	426.0	396.0	134.0	102.0	7.0	33.0	20.0	0.0	139.0	155.0	66.0	0.0	74.0	32.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225035	34.0	5.0	3793.0	1431.0	1964.0	24.0	4258.0	4258.0	4609.0	1626.0	506.0	249.0	22.0	481.0	322.0	61.0	92.0	569.0	129.0	508.0	1585.0	1792.0	185.0	110.0	176.0	433.0	293.0	95.0	274.0	423.0	39.0	0.0	208.0	135.0	86.0	171.0	36.0	48.0	0.0	58.0	110.0	14.0	15.0	0.0	0.0	30.0	0.0	30.0	82.0	41.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225036	0.0	23.0	3607.0	840.0	1775.0	0.0	3334.0	4208.0	4359.0	1068.0	292.0	192.0	0.0	347.0	265.0	13.0	18.0	164.0	33.0	389.0	192.0	1122.0	223.0	73.0	0.0	160.0	119.0	15.0	67.0	355.0	102.0	0.0	153.0	183.0	14.0	260.0	45.0	164.0	0.0	34.0	125.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	64.0	9.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	24.0	33.0	7.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225037	0.0	26.0	2872.0	1398.0	1332.0	0.0	2556.0	766.0	5326.0	513.0	16.0	0.0	0.0	62.0	0.0	0.0	93.0	54.0	45.0	373.0	54.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	44.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225042	58.0	6.0	3017.0	1143.0	904.0	0.0	2760.0	2329.0	2472.0	4277.0	896.0	1249.0	31.0	306.0	229.0	0.0	0.0	0.0	155.0	760.0	509.0	1023.0	173.0	31.0	0.0	0.0	35.0	0.0	787.0	87.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	248.0	0.0	87.0	8.0	35.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	29.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225049	0.0	61.0	2099.0	281.0	565.0	0.0	2061.0	2479.0	2161.0	1868.0	361.0	565.0	0.0	189.0	77.0	0.0	0.0	0.0	20.0	718.0	47.0	289.0	144.0	0.0	0.0	52.0	8.0	0.0	37.0	198.0	0.0	0.0	0.0	94.0	0.0	227.0	0.0	237.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225051	41.0	0.0	2532.0	397.0	734.0	17.0	1558.0	2696.0	2101.0	767.0	449.0	35.0	0.0	171.0	312.0	0.0	24.0	230.0	134.0	532.0	90.0	960.0	82.0	26.0	0.0	96.0	106.0	0.0	28.0	136.0	156.0	0.0	19.0	44.0	0.0	0.0	0.0	29.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225052	27.0	0.0	2417.0	1016.0	1184.0	0.0	2304.0	3276.0	3582.0	409.0	320.0	258.0	0.0	281.0	30.0	0.0	31.0	13.0	10.0	304.0	329.0	735.0	203.0	0.0	0.0	154.0	26.0	0.0	52.0	226.0	45.0	0.0	114.0	103.0	18.0	170.0	55.0	104.0	0.0	19.0	70.0	0.0	0.0	0.0	0.0	11.0	0.0	31.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	19.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
