#SampleID	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__MBNT15	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Spirochaetota	d__Bacteria;p__FCPU426	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__WS2	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__NB1-j	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS4	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__GAL15	d__Bacteria;p__Sva0485	d__Bacteria;p__TX1A-33	d__Bacteria;p__Dadabacteria	d__Bacteria;p__WS1	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__PAUC34f	d__Bacteria;p__TA06
SRR20680627	35623.0	18033.0	4211.0	5057.0	4815.0	16541.0	5034.0	10563.0	221.0	28266.0	1971.0	469.0	343.0	29451.0	329.0	1435.0	466.0	364.0	158.0	42.0	0.0	17.0	573.0	81.0	236.0	604.0	601.0	93.0	0.0	11.0	424.0	56.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680628	35405.0	14515.0	3814.0	4233.0	3776.0	25981.0	6498.0	10402.0	145.0	31512.0	2135.0	561.0	315.0	8060.0	239.0	2202.0	599.0	469.0	75.0	27.0	4.0	281.0	236.0	24.0	238.0	496.0	1155.0	0.0	5.0	4.0	753.0	118.0	9.0	73.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680629	51882.0	20149.0	5949.0	6046.0	7805.0	36567.0	13179.0	17519.0	876.0	23082.0	2540.0	1027.0	293.0	4502.0	842.0	1640.0	7565.0	813.0	90.0	62.0	20.0	177.0	792.0	23.0	748.0	906.0	13148.0	0.0	16.0	0.0	591.0	118.0	39.0	100.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680630	30886.0	18212.0	4059.0	3039.0	3667.0	22598.0	5747.0	10472.0	185.0	23938.0	1751.0	475.0	215.0	16925.0	296.0	2128.0	559.0	393.0	11.0	41.0	3.0	103.0	224.0	32.0	329.0	491.0	1313.0	0.0	11.0	3.0	602.0	159.0	5.0	238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680631	43190.0	17553.0	4394.0	5892.0	4907.0	32083.0	10640.0	14987.0	275.0	32757.0	2427.0	589.0	371.0	10507.0	346.0	3102.0	755.0	391.0	27.0	18.0	0.0	335.0	373.0	35.0	478.0	713.0	1330.0	4.0	20.0	7.0	764.0	135.0	7.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680632	47728.0	18495.0	5394.0	6743.0	5985.0	23968.0	7517.0	12951.0	180.0	29868.0	1944.0	328.0	261.0	18045.0	386.0	2244.0	677.0	359.0	40.0	8.0	0.0	89.0	260.0	43.0	300.0	644.0	979.0	0.0	0.0	27.0	877.0	146.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680633	52842.0	15474.0	5627.0	8350.0	7598.0	26755.0	10681.0	12196.0	807.0	16672.0	1951.0	834.0	272.0	13269.0	292.0	1819.0	1028.0	155.0	68.0	111.0	0.0	535.0	842.0	185.0	448.0	993.0	4236.0	13.0	12.0	46.0	401.0	92.0	0.0	69.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680634	55016.0	20595.0	5980.0	5184.0	6682.0	28285.0	10324.0	16341.0	856.0	22615.0	2092.0	553.0	402.0	7214.0	507.0	2459.0	4650.0	314.0	177.0	163.0	11.0	254.0	452.0	61.0	673.0	698.0	12596.0	0.0	18.0	16.0	680.0	158.0	21.0	115.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680635	68564.0	41028.0	9149.0	9788.0	7151.0	53719.0	16466.0	29893.0	429.0	71822.0	4479.0	652.0	429.0	22178.0	467.0	4411.0	1610.0	159.0	45.0	65.0	3.0	700.0	535.0	56.0	714.0	664.0	2448.0	0.0	12.0	8.0	1604.0	313.0	8.0	172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680636	31504.0	17557.0	4777.0	4386.0	3673.0	23486.0	7108.0	14581.0	146.0	23166.0	2143.0	284.0	237.0	21766.0	114.0	2771.0	1026.0	83.0	13.0	63.0	0.0	178.0	371.0	20.0	393.0	416.0	1172.0	28.0	13.0	5.0	481.0	148.0	23.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680638	37125.0	17564.0	4672.0	9981.0	5464.0	24031.0	7959.0	11436.0	415.0	29749.0	1400.0	414.0	220.0	8631.0	201.0	2209.0	1111.0	0.0	135.0	71.0	6.0	618.0	632.0	33.0	230.0	639.0	1234.0	0.0	12.0	31.0	353.0	90.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680639	58867.0	18120.0	7257.0	7308.0	7341.0	34327.0	13606.0	19194.0	844.0	25881.0	1974.0	978.0	522.0	16252.0	522.0	2373.0	8261.0	801.0	270.0	70.0	4.0	210.0	610.0	110.0	529.0	915.0	6889.0	70.0	16.0	50.0	827.0	107.0	12.0	84.0	0.0	28.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680640	63669.0	31493.0	10974.0	12585.0	11784.0	25598.0	11239.0	13256.0	750.0	22615.0	896.0	1829.0	85.0	3765.0	554.0	1024.0	1923.0	851.0	33.0	180.0	8.0	1403.0	852.0	110.0	314.0	2738.0	509.0	4.0	29.0	131.0	57.0	130.0	34.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680641	66478.0	24727.0	4973.0	15903.0	6131.0	14131.0	17147.0	7392.0	566.0	13518.0	839.0	1326.0	68.0	1965.0	399.0	440.0	871.0	505.0	139.0	59.0	12.0	236.0	274.0	138.0	150.0	251.0	359.0	159.0	0.0	13.0	17.0	99.0	5.0	11.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680642	45217.0	19806.0	5228.0	8236.0	6482.0	22981.0	7429.0	12900.0	152.0	25434.0	1431.0	452.0	124.0	36146.0	228.0	1966.0	940.0	405.0	48.0	27.0	2.0	336.0	481.0	148.0	251.0	764.0	946.0	41.0	0.0	20.0	861.0	119.0	17.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680644	78971.0	31271.0	8957.0	11043.0	6783.0	16067.0	11899.0	8114.0	761.0	8558.0	706.0	1490.0	61.0	1643.0	444.0	377.0	2039.0	655.0	15.0	38.0	8.0	168.0	250.0	71.0	161.0	375.0	231.0	18.0	4.0	24.0	31.0	115.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680645	28488.0	13373.0	1891.0	3237.0	764.0	4927.0	2616.0	3383.0	31.0	3816.0	269.0	393.0	20.0	612.0	61.0	135.0	444.0	139.0	0.0	13.0	6.0	0.0	19.0	20.0	78.0	17.0	33.0	8.0	2.0	16.0	32.0	40.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680647	72604.0	35895.0	7496.0	6869.0	5157.0	13297.0	8015.0	6691.0	283.0	8356.0	723.0	1538.0	62.0	896.0	206.0	580.0	1412.0	593.0	19.0	28.0	4.0	83.0	57.0	83.0	129.0	265.0	104.0	12.0	3.0	23.0	29.0	110.0	10.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680648	65897.0	28704.0	6826.0	7208.0	5348.0	13725.0	8318.0	6304.0	243.0	10909.0	565.0	1283.0	66.0	1733.0	344.0	494.0	1632.0	591.0	8.0	69.0	18.0	230.0	196.0	23.0	111.0	254.0	137.0	0.0	0.0	17.0	28.0	112.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680650	50367.0	20836.0	7274.0	10032.0	9207.0	18666.0	8685.0	9678.0	426.0	16919.0	722.0	1332.0	66.0	5370.0	342.0	709.0	1416.0	640.0	30.0	117.0	28.0	725.0	557.0	92.0	260.0	907.0	475.0	12.0	17.0	108.0	5.0	55.0	12.0	20.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680651	59880.0	31082.0	8310.0	10455.0	11860.0	22847.0	10707.0	11171.0	408.0	18347.0	1086.0	1465.0	54.0	3931.0	383.0	1066.0	1553.0	903.0	44.0	144.0	0.0	866.0	737.0	65.0	461.0	854.0	660.0	22.0	22.0	115.0	50.0	103.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680653	49036.0	25650.0	7485.0	8555.0	9438.0	18495.0	6949.0	8962.0	336.0	17319.0	747.0	936.0	84.0	2239.0	359.0	976.0	1303.0	757.0	25.0	146.0	16.0	620.0	435.0	42.0	334.0	743.0	528.0	5.0	9.0	94.0	59.0	96.0	6.0	47.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680654	50232.0	27257.0	7623.0	9309.0	9651.0	19950.0	8012.0	9945.0	292.0	19430.0	645.0	992.0	85.0	1888.0	429.0	859.0	1477.0	863.0	54.0	163.0	12.0	830.0	576.0	33.0	309.0	744.0	517.0	0.0	0.0	117.0	30.0	64.0	6.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680656	50256.0	28553.0	8378.0	8997.0	9615.0	19961.0	7187.0	9783.0	288.0	17335.0	707.0	1256.0	76.0	2377.0	336.0	989.0	1810.0	838.0	4.0	128.0	13.0	446.0	567.0	59.0	284.0	528.0	562.0	3.0	16.0	96.0	44.0	75.0	14.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680657	57609.0	23345.0	5141.0	5406.0	3872.0	12134.0	6392.0	5515.0	150.0	7318.0	540.0	820.0	30.0	1385.0	216.0	456.0	1202.0	460.0	18.0	33.0	3.0	105.0	196.0	85.0	134.0	161.0	142.0	0.0	0.0	8.0	0.0	68.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680658	37419.0	19894.0	5406.0	4467.0	4690.0	19494.0	7090.0	12614.0	260.0	25596.0	1985.0	378.0	253.0	47402.0	473.0	1801.0	948.0	383.0	94.0	41.0	0.0	372.0	521.0	62.0	255.0	597.0	846.0	51.0	18.0	3.0	546.0	120.0	17.0	123.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680659	32009.0	15927.0	3477.0	5000.0	5673.0	16986.0	5641.0	11539.0	316.0	25557.0	1040.0	565.0	523.0	13230.0	699.0	1806.0	525.0	390.0	47.0	23.0	5.0	239.0	852.0	0.0	263.0	798.0	758.0	0.0	0.0	0.0	330.0	69.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680660	67613.0	28098.0	5242.0	5990.0	4175.0	12395.0	6549.0	7007.0	207.0	8530.0	564.0	991.0	49.0	1358.0	196.0	506.0	1237.0	559.0	0.0	37.0	0.0	82.0	153.0	45.0	152.0	153.0	67.0	11.0	0.0	25.0	42.0	163.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680662	86665.0	33908.0	8598.0	14484.0	6944.0	16262.0	10752.0	8807.0	594.0	13652.0	820.0	1496.0	56.0	1591.0	502.0	556.0	1583.0	1476.0	28.0	62.0	20.0	335.0	212.0	135.0	196.0	412.0	214.0	15.0	0.0	36.0	17.0	129.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680663	56349.0	35860.0	10622.0	7842.0	10279.0	21918.0	10368.0	15067.0	376.0	21655.0	856.0	1464.0	48.0	2606.0	559.0	1492.0	2313.0	1103.0	21.0	197.0	25.0	446.0	777.0	76.0	470.0	836.0	707.0	12.0	14.0	141.0	40.0	114.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680664	51432.0	27491.0	10113.0	8763.0	7211.0	31365.0	11610.0	18793.0	687.0	29047.0	2596.0	818.0	314.0	54710.0	503.0	2323.0	1007.0	596.0	38.0	123.0	27.0	303.0	745.0	180.0	404.0	1012.0	1165.0	22.0	44.0	10.0	750.0	77.0	5.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680665	59605.0	45452.0	7568.0	4103.0	3736.0	12418.0	6601.0	7172.0	151.0	7565.0	707.0	537.0	97.0	1312.0	76.0	312.0	3525.0	698.0	28.0	22.0	17.0	51.0	92.0	130.0	180.0	155.0	202.0	24.0	14.0	20.0	4.0	97.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680666	68336.0	51275.0	10548.0	4302.0	5222.0	14919.0	6330.0	11684.0	94.0	9206.0	1189.0	592.0	104.0	1150.0	61.0	377.0	2314.0	720.0	28.0	26.0	11.0	48.0	48.0	100.0	228.0	159.0	180.0	13.0	8.0	17.0	26.0	95.0	9.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680667	70764.0	49516.0	8617.0	4514.0	4693.0	14482.0	6540.0	9516.0	144.0	10273.0	1085.0	702.0	110.0	1508.0	125.0	325.0	2908.0	565.0	17.0	19.0	6.0	54.0	58.0	134.0	218.0	195.0	233.0	9.0	0.0	8.0	46.0	91.0	20.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680668	65344.0	45622.0	8533.0	3863.0	4980.0	14106.0	7046.0	7969.0	153.0	7575.0	950.0	487.0	155.0	859.0	131.0	453.0	1981.0	729.0	32.0	30.0	12.0	94.0	64.0	114.0	212.0	268.0	278.0	6.0	15.0	24.0	21.0	107.0	6.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680669	76773.0	48145.0	10671.0	5807.0	6204.0	18200.0	9693.0	12824.0	190.0	10408.0	1223.0	873.0	118.0	1411.0	236.0	488.0	2532.0	733.0	25.0	99.0	21.0	37.0	92.0	202.0	305.0	225.0	181.0	52.0	16.0	23.0	15.0	102.0	14.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680670	53417.0	28014.0	8402.0	9774.0	11895.0	20571.0	9952.0	10298.0	533.0	16387.0	731.0	1313.0	68.0	2873.0	347.0	1068.0	1643.0	753.0	45.0	206.0	30.0	761.0	629.0	31.0	365.0	705.0	437.0	33.0	8.0	114.0	30.0	78.0	0.0	40.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680671	33380.0	11232.0	3648.0	6849.0	3684.0	21962.0	6471.0	8848.0	227.0	21643.0	1053.0	434.0	72.0	19734.0	231.0	1781.0	596.0	81.0	62.0	37.0	0.0	1004.0	382.0	23.0	105.0	561.0	807.0	0.0	0.0	9.0	363.0	109.0	8.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680672	51487.0	22483.0	7056.0	8657.0	7005.0	15547.0	8992.0	7734.0	354.0	21127.0	783.0	1040.0	97.0	1444.0	292.0	659.0	1290.0	595.0	31.0	202.0	5.0	1432.0	691.0	68.0	218.0	801.0	358.0	16.0	0.0	141.0	18.0	82.0	9.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680673	49580.0	32439.0	9421.0	6116.0	8992.0	17786.0	9502.0	11378.0	427.0	16637.0	670.0	1072.0	88.0	1869.0	542.0	899.0	1692.0	774.0	34.0	260.0	33.0	447.0	631.0	57.0	387.0	484.0	498.0	0.0	10.0	102.0	24.0	99.0	4.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680674	42521.0	28502.0	7494.0	4779.0	6431.0	14740.0	7418.0	9790.0	221.0	17986.0	654.0	887.0	117.0	1883.0	351.0	926.0	1330.0	692.0	39.0	166.0	21.0	439.0	770.0	21.0	314.0	1336.0	366.0	5.0	20.0	71.0	22.0	70.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680675	66298.0	26806.0	9792.0	10567.0	10146.0	21029.0	11654.0	13268.0	669.0	21468.0	865.0	1487.0	67.0	4707.0	436.0	1113.0	1672.0	930.0	34.0	254.0	19.0	424.0	728.0	12.0	371.0	1136.0	361.0	8.0	24.0	86.0	22.0	47.0	9.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680676	58851.0	22390.0	9145.0	12453.0	11028.0	37548.0	14389.0	21839.0	2256.0	25817.0	2900.0	904.0	572.0	14670.0	702.0	2972.0	3459.0	1191.0	112.0	271.0	12.0	611.0	1398.0	118.0	655.0	1185.0	8611.0	15.0	85.0	57.0	702.0	147.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680677	70066.0	34936.0	12273.0	7307.0	5100.0	13463.0	6952.0	7149.0	272.0	8637.0	875.0	670.0	137.0	3446.0	233.0	453.0	1584.0	551.0	41.0	43.0	23.0	109.0	105.0	105.0	238.0	208.0	241.0	46.0	5.0	0.0	24.0	82.0	8.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680678	72156.0	31645.0	5120.0	6722.0	2993.0	9025.0	5274.0	7462.0	91.0	5771.0	723.0	827.0	25.0	746.0	76.0	191.0	1454.0	446.0	12.0	14.0	9.0	32.0	33.0	72.0	171.0	87.0	88.0	3.0	4.0	0.0	6.0	70.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680679	24577.0	17307.0	4250.0	3397.0	3186.0	18420.0	5236.0	12691.0	60.0	24827.0	1173.0	299.0	196.0	13649.0	193.0	2503.0	551.0	46.0	29.0	36.0	0.0	245.0	206.0	57.0	311.0	362.0	839.0	0.0	8.0	0.0	503.0	83.0	0.0	95.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680702	32855.0	5286.0	2260.0	9129.0	2021.0	17699.0	7840.0	5547.0	963.0	10311.0	1071.0	715.0	390.0	6305.0	385.0	510.0	767.0	462.0	208.0	96.0	40.0	633.0	1568.0	0.0	120.0	1006.0	2088.0	0.0	0.0	0.0	205.0	118.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680710	45045.0	17100.0	4692.0	7842.0	5287.0	27106.0	8028.0	15288.0	249.0	34419.0	1934.0	515.0	361.0	14847.0	563.0	2304.0	756.0	547.0	62.0	11.0	0.0	343.0	451.0	70.0	238.0	1655.0	1169.0	4.0	0.0	0.0	740.0	125.0	0.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680712	31365.0	17941.0	3146.0	3485.0	5283.0	17397.0	5805.0	14209.0	195.0	26192.0	1917.0	262.0	385.0	5463.0	377.0	2333.0	820.0	477.0	66.0	34.0	0.0	250.0	466.0	16.0	581.0	775.0	1284.0	0.0	0.0	10.0	573.0	132.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680713	38862.0	21235.0	5027.0	6198.0	4543.0	24827.0	8655.0	14192.0	543.0	22121.0	2243.0	357.0	195.0	11912.0	354.0	2259.0	867.0	336.0	147.0	67.0	0.0	382.0	486.0	35.0	419.0	667.0	3412.0	0.0	27.0	11.0	566.0	136.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680715	37349.0	19291.0	5017.0	6988.0	4244.0	28630.0	10176.0	14130.0	318.0	24576.0	1858.0	352.0	193.0	10890.0	256.0	2307.0	865.0	132.0	49.0	68.0	3.0	673.0	361.0	32.0	352.0	849.0	936.0	6.0	15.0	0.0	766.0	203.0	3.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680716	24796.0	9226.0	2942.0	5804.0	3390.0	18009.0	6285.0	8439.0	384.0	16720.0	1304.0	376.0	193.0	7744.0	198.0	1348.0	459.0	112.0	88.0	44.0	6.0	382.0	372.0	32.0	207.0	567.0	807.0	0.0	7.0	13.0	285.0	105.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680718	38848.0	17831.0	5861.0	9386.0	5661.0	32718.0	11793.0	17857.0	597.0	24129.0	2546.0	582.0	395.0	21459.0	431.0	2711.0	668.0	184.0	123.0	122.0	19.0	784.0	587.0	74.0	316.0	968.0	1007.0	4.0	21.0	4.0	867.0	156.0	17.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680719	28926.0	13954.0	4704.0	5802.0	3022.0	16720.0	6379.0	8692.0	133.0	18261.0	942.0	390.0	209.0	13072.0	148.0	1623.0	760.0	0.0	82.0	42.0	0.0	540.0	356.0	47.0	131.0	608.0	818.0	0.0	5.0	0.0	399.0	145.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680722	38204.0	17603.0	6121.0	9648.0	5192.0	30800.0	11265.0	18123.0	581.0	25290.0	1925.0	456.0	196.0	9595.0	222.0	2692.0	1333.0	163.0	148.0	131.0	5.0	646.0	512.0	28.0	453.0	636.0	1123.0	0.0	12.0	0.0	671.0	147.0	59.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680724	29408.0	10024.0	4767.0	4740.0	3429.0	18437.0	7800.0	6823.0	492.0	7756.0	849.0	431.0	58.0	6882.0	336.0	915.0	475.0	406.0	133.0	138.0	12.0	336.0	413.0	32.0	161.0	596.0	803.0	0.0	41.0	0.0	66.0	31.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680725	40189.0	18427.0	5930.0	5834.0	6218.0	24394.0	9920.0	16031.0	521.0	25625.0	1695.0	525.0	381.0	9818.0	440.0	3333.0	664.0	623.0	153.0	124.0	0.0	446.0	411.0	98.0	605.0	632.0	1600.0	0.0	35.0	39.0	688.0	103.0	9.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680726	34661.0	16030.0	6106.0	6684.0	4656.0	27208.0	9147.0	12643.0	284.0	17859.0	2060.0	285.0	158.0	15365.0	296.0	2040.0	875.0	133.0	27.0	47.0	0.0	274.0	515.0	45.0	190.0	581.0	855.0	11.0	18.0	0.0	307.0	94.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680727	40958.0	17653.0	6003.0	7558.0	5965.0	25667.0	10190.0	15726.0	659.0	25301.0	2166.0	423.0	266.0	16143.0	462.0	2540.0	661.0	473.0	272.0	51.0	4.0	382.0	685.0	52.0	349.0	947.0	1174.0	14.0	27.0	31.0	636.0	197.0	6.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680728	50336.0	24066.0	8711.0	8240.0	7768.0	31996.0	14071.0	21847.0	860.0	31847.0	2523.0	630.0	256.0	14949.0	602.0	3138.0	1072.0	909.0	140.0	91.0	0.0	909.0	769.0	58.0	408.0	911.0	1235.0	0.0	28.0	4.0	721.0	238.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
