#SampleID	StudyID	StudyName	Treatment	Host	HostSpecific	RootCompartment	Inoculum	Primers
SRR20680560	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Soil	Soil	Bulk soil	Not available for this type of experiment	515F,806R
SRR20680561	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Soil	Soil	Bulk soil	Not available for this type of experiment	515F,806R
SRR20680562	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680563	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680564	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680565	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680566	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Control	PACMAD clade	Panicum virgatum	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680567	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680568	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Soil	Soil	Bulk soil	Not available for this type of experiment	515F,806R
SRR20680569	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Soil	Soil	Bulk soil	Not available for this type of experiment	515F,806R
SRR20680570	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680571	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680572	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Control	Soil	Soil	Bulk soil	Not available for this type of experiment	515F,806R
SRR20680573	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
SRR20680574	bandopadhyay2024disentangling	Bandopadhyay et al. (2024)	Drought	Fabids	Phaseolus vulgaris	Rhizosphere	Not available for this type of experiment	515F,806R
