#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2
SRR21723597	164.0	4039.0	1261.0	0.0	856.0	1133.0	7993.0	10.0	86.0	15.0	24.0	7.0	0.0	6.0	4.0	7.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723598	316.0	3544.0	487.0	0.0	1615.0	1569.0	7323.0	6.0	69.0	21.0	73.0	5.0	0.0	7.0	3.0	14.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723599	1264.0	5831.0	697.0	0.0	948.0	2694.0	11180.0	16.0	234.0	157.0	37.0	23.0	6.0	34.0	7.0	17.0	3.0	0.0	0.0	127.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723600	148.0	3338.0	1057.0	0.0	829.0	916.0	5923.0	0.0	27.0	21.0	32.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723601	1803.0	7233.0	543.0	5.0	1607.0	3574.0	20618.0	9.0	341.0	110.0	71.0	5.0	0.0	22.0	0.0	4.0	20.0	0.0	0.0	77.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723602	684.0	4205.0	435.0	0.0	2471.0	3322.0	9996.0	4.0	126.0	127.0	51.0	24.0	0.0	25.0	0.0	4.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723603	1189.0	4101.0	455.0	2.0	1022.0	1840.0	10027.0	0.0	243.0	113.0	23.0	4.0	0.0	15.0	0.0	0.0	5.0	0.0	5.0	73.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0
SRR21723604	840.0	5953.0	350.0	0.0	3457.0	1999.0	9328.0	0.0	173.0	140.0	63.0	0.0	0.0	59.0	0.0	6.0	0.0	0.0	0.0	19.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723605	732.0	6903.0	936.0	0.0	2379.0	1598.0	8706.0	3.0	97.0	56.0	97.0	3.0	0.0	14.0	5.0	15.0	0.0	0.0	0.0	81.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723606	679.0	3192.0	207.0	0.0	1428.0	3102.0	6766.0	0.0	111.0	85.0	6.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723607	443.0	2767.0	220.0	0.0	1196.0	2721.0	7769.0	0.0	61.0	64.0	7.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723608	477.0	3005.0	343.0	0.0	1142.0	1946.0	6791.0	2.0	130.0	105.0	5.0	6.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723609	809.0	3417.0	329.0	0.0	477.0	2007.0	7616.0	6.0	167.0	106.0	2.0	0.0	0.0	9.0	0.0	0.0	8.0	0.0	0.0	59.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723610	1781.0	8275.0	822.0	0.0	4078.0	6756.0	17916.0	26.0	366.0	165.0	80.0	44.0	0.0	22.0	14.0	19.0	7.0	0.0	0.0	48.0	0.0	0.0	11.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
SRR21723611	766.0	4516.0	427.0	0.0	2310.0	3757.0	8293.0	0.0	235.0	106.0	43.0	25.0	5.0	21.0	0.0	13.0	0.0	0.0	2.0	19.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723612	307.0	3451.0	530.0	0.0	2416.0	1909.0	6352.0	4.0	55.0	79.0	47.0	13.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	36.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723613	375.0	3919.0	500.0	0.0	1847.0	1333.0	6567.0	12.0	99.0	81.0	48.0	28.0	2.0	12.0	6.0	0.0	2.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723614	804.0	5951.0	639.0	0.0	3561.0	2041.0	10092.0	11.0	128.0	79.0	77.0	43.0	0.0	41.0	14.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR21723615	3283.0	22156.0	3467.0	30.0	7675.0	6088.0	40665.0	45.0	710.0	355.0	287.0	99.0	0.0	66.0	24.0	37.0	0.0	0.0	0.0	207.0	0.0	7.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723616	1994.0	10334.0	1348.0	4.0	3878.0	3858.0	19827.0	5.0	512.0	244.0	115.0	10.0	4.0	56.0	13.0	15.0	0.0	0.0	0.0	110.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723619	1505.0	5315.0	308.0	0.0	3197.0	3544.0	12270.0	0.0	207.0	167.0	58.0	33.0	2.0	26.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	5.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
SRR21723620	1160.0	3965.0	160.0	0.0	2921.0	2103.0	8342.0	8.0	129.0	33.0	51.0	2.0	0.0	43.0	0.0	22.0	0.0	0.0	0.0	41.0	0.0	3.0	14.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR21723621	648.0	5867.0	641.0	4.0	2931.0	1877.0	10661.0	15.0	254.0	183.0	104.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
SRR21723622	441.0	4297.0	529.0	0.0	1998.0	913.0	5777.0	10.0	111.0	68.0	38.0	14.0	0.0	15.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723623	818.0	4467.0	497.0	0.0	2301.0	2755.0	8628.0	0.0	69.0	52.0	42.0	5.0	0.0	50.0	0.0	7.0	0.0	0.0	0.0	43.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723624	835.0	5191.0	236.0	0.0	3345.0	2239.0	8395.0	0.0	228.0	112.0	51.0	6.0	0.0	95.0	0.0	12.0	0.0	0.0	0.0	72.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723625	603.0	3511.0	425.0	0.0	2246.0	2581.0	7760.0	5.0	166.0	32.0	32.0	0.0	3.0	37.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723626	689.0	2859.0	204.0	0.0	1253.0	2247.0	6948.0	2.0	108.0	8.0	24.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723627	599.0	3061.0	146.0	22.0	1571.0	1488.0	6485.0	2.0	121.0	92.0	34.0	3.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723628	729.0	3859.0	273.0	0.0	2467.0	2004.0	7064.0	0.0	131.0	88.0	23.0	15.0	2.0	16.0	0.0	27.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
SRR21723629	444.0	3822.0	555.0	0.0	1405.0	2267.0	6319.0	18.0	92.0	35.0	23.0	0.0	0.0	22.0	5.0	12.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723630	469.0	2364.0	305.0	2.0	1753.0	1400.0	4297.0	9.0	42.0	93.0	25.0	23.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723631	474.0	3745.0	446.0	0.0	2157.0	1933.0	5941.0	0.0	65.0	7.0	39.0	4.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723632	916.0	3389.0	383.0	0.0	1679.0	3588.0	6506.0	0.0	187.0	40.0	34.0	27.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723633	775.0	7005.0	1122.0	0.0	2277.0	2300.0	11130.0	25.0	180.0	81.0	70.0	20.0	0.0	15.0	8.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723634	608.0	4219.0	572.0	0.0	2358.0	1912.0	11038.0	5.0	92.0	50.0	50.0	26.0	4.0	19.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR21723635	546.0	5276.0	639.0	0.0	1931.0	1371.0	8773.0	9.0	57.0	23.0	58.0	13.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723636	391.0	4940.0	1130.0	0.0	3473.0	1836.0	10101.0	14.0	83.0	55.0	67.0	20.0	0.0	6.0	22.0	0.0	0.0	0.0	0.0	46.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723637	1217.0	5880.0	927.0	0.0	807.0	2562.0	11154.0	19.0	190.0	112.0	57.0	13.0	3.0	22.0	0.0	5.0	0.0	0.0	0.0	91.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723638	945.0	8083.0	1230.0	0.0	1919.0	3381.0	10041.0	28.0	142.0	95.0	63.0	19.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR21723639	871.0	4592.0	571.0	0.0	904.0	1806.0	8230.0	17.0	108.0	37.0	36.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	36.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723640	2853.0	9927.0	1314.0	3.0	2076.0	4723.0	21219.0	18.0	451.0	144.0	69.0	85.0	0.0	28.0	13.0	18.0	9.0	0.0	0.0	85.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723641	666.0	4069.0	513.0	0.0	784.0	1726.0	8055.0	0.0	126.0	32.0	80.0	11.0	4.0	15.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723643	889.0	9988.0	1501.0	0.0	3571.0	4543.0	13819.0	37.0	218.0	137.0	104.0	13.0	4.0	21.0	22.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	17.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR21723644	826.0	6524.0	895.0	0.0	2531.0	3154.0	10288.0	16.0	144.0	124.0	111.0	24.0	0.0	3.0	12.0	4.0	0.0	0.0	0.0	12.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723645	1701.0	4843.0	334.0	7.0	2453.0	5412.0	11952.0	2.0	189.0	132.0	53.0	35.0	0.0	33.0	0.0	4.0	17.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
SRR21723646	520.0	6089.0	809.0	4.0	2509.0	1729.0	7059.0	3.0	169.0	11.0	62.0	0.0	0.0	19.0	11.0	6.0	0.0	0.0	0.0	43.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723647	563.0	6079.0	2014.0	0.0	2966.0	2436.0	12290.0	14.0	57.0	34.0	43.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	5.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723658	2122.0	8383.0	755.0	0.0	3154.0	4136.0	15101.0	13.0	232.0	99.0	41.0	41.0	2.0	78.0	12.0	19.0	0.0	0.0	0.0	92.0	0.0	2.0	39.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
