#SampleID	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Firmicutes	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__WS4	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Myxococcota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__MBNT15	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sva0485	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Deinococcota	d__Bacteria;p__WS1	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Dependentiae	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Modulibacteria	d__Bacteria;p__Campylobacterota	d__Bacteria;p__WOR-1	d__Bacteria;p__WPS-2	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__LCP-89	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS2	d__Bacteria;p__DTB120	d__Bacteria;p__FW113	d__Bacteria;p__NB1-j	d__Bacteria;p__GAL15	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__Nitrospinota	d__Bacteria;p__RCP2-54
SRR5532616	429.0	247.0	1068.0	421.0	329.0	33.0	4164.0	7626.0	1140.0	15.0	5369.0	3844.0	364.0	9568.0	0.0	4.0	168.0	1543.0	47.0	137.0	6.0	28.0	6.0	0.0	3.0	0.0	4.0	68.0	80.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532617	33.0	340.0	616.0	436.0	188.0	14.0	3844.0	7010.0	2340.0	84.0	4407.0	3250.0	413.0	7950.0	0.0	1.0	45.0	4609.0	10.0	221.0	47.0	11.0	0.0	32.0	6.0	0.0	0.0	23.0	123.0	0.0	6.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
SRR5532618	53.0	118.0	545.0	772.0	140.0	1.0	2356.0	7420.0	1471.0	120.0	4398.0	1816.0	317.0	8650.0	2.0	12.0	104.0	5264.0	63.0	170.0	20.0	4.0	28.0	30.0	7.0	0.0	0.0	59.0	364.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532619	267.0	2474.0	788.0	1102.0	939.0	1.0	2588.0	8002.0	1315.0	127.0	5859.0	4213.0	527.0	7909.0	0.0	0.0	341.0	1146.0	48.0	16.0	195.0	79.0	20.0	42.0	11.0	0.0	0.0	129.0	311.0	0.0	58.0	1.0	8.0	40.0	7.0	7.0	24.0	397.0	0.0	5.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532620	34.0	831.0	950.0	2284.0	211.0	14.0	1212.0	5581.0	1636.0	63.0	2809.0	1317.0	344.0	5036.0	0.0	32.0	4182.0	2644.0	31.0	108.0	46.0	44.0	20.0	63.0	38.0	2.0	0.0	67.0	230.0	3.0	13.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532621	521.0	456.0	1282.0	328.0	211.0	15.0	4538.0	6870.0	1698.0	11.0	3924.0	4404.0	136.0	10449.0	0.0	0.0	181.0	916.0	113.0	174.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	28.0	87.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532622	25.0	465.0	617.0	507.0	179.0	0.0	4396.0	11094.0	1968.0	79.0	4376.0	4381.0	272.0	7425.0	0.0	4.0	91.0	4648.0	97.0	282.0	12.0	13.0	0.0	39.0	9.0	0.0	0.0	19.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
SRR5532623	95.0	125.0	577.0	946.0	199.0	2.0	2332.0	9608.0	2180.0	244.0	4400.0	1914.0	427.0	11639.0	5.0	18.0	532.0	5077.0	69.0	207.0	9.0	22.0	11.0	30.0	12.0	0.0	0.0	107.0	357.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532624	50.0	969.0	826.0	586.0	598.0	36.0	3268.0	4633.0	962.0	48.0	6428.0	4882.0	460.0	7877.0	0.0	0.0	43.0	920.0	19.0	13.0	158.0	68.0	17.0	25.0	35.0	0.0	0.0	259.0	178.0	0.0	11.0	2.0	0.0	7.0	3.0	0.0	32.0	0.0	0.0	27.0	83.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532625	20.0	4262.0	700.0	1237.0	341.0	29.0	2590.0	6479.0	1553.0	92.0	3538.0	4771.0	284.0	5655.0	0.0	0.0	104.0	3701.0	88.0	55.0	187.0	66.0	0.0	52.0	6.0	0.0	0.0	40.0	75.0	0.0	11.0	4.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	30.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532626	66.0	274.0	588.0	989.0	203.0	17.0	1834.0	8436.0	1428.0	92.0	3038.0	1838.0	337.0	9976.0	0.0	7.0	242.0	4324.0	26.0	85.0	0.0	3.0	22.0	14.0	301.0	0.0	0.0	85.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532627	48.0	420.0	1191.0	1771.0	131.0	23.0	4572.0	14115.0	1596.0	51.0	6441.0	832.0	491.0	7619.0	0.0	13.0	158.0	4762.0	23.0	18.0	0.0	27.0	13.0	40.0	242.0	0.0	0.0	50.0	70.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532628	51.0	1095.0	687.0	1077.0	584.0	31.0	3763.0	8378.0	1331.0	44.0	4187.0	707.0	199.0	5658.0	0.0	14.0	85.0	2869.0	13.0	49.0	0.0	8.0	15.0	17.0	199.0	0.0	0.0	80.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532629	42.0	478.0	1222.0	1980.0	268.0	27.0	6204.0	14658.0	2121.0	88.0	6158.0	1052.0	663.0	8659.0	0.0	12.0	206.0	4599.0	19.0	17.0	1.0	21.0	20.0	63.0	461.0	0.0	0.0	78.0	62.0	0.0	20.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532630	104.0	457.0	578.0	1129.0	483.0	13.0	4825.0	9975.0	649.0	10.0	5078.0	1109.0	159.0	1771.0	0.0	0.0	21.0	3235.0	2.0	28.0	25.0	20.0	0.0	21.0	63.0	0.0	0.0	13.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532631	33.0	799.0	555.0	1612.0	311.0	0.0	7722.0	9601.0	762.0	11.0	6669.0	2026.0	195.0	2753.0	0.0	0.0	16.0	3679.0	4.0	13.0	27.0	11.0	0.0	39.0	135.0	0.0	0.0	3.0	36.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532632	46.0	796.0	583.0	1343.0	479.0	0.0	7798.0	9324.0	839.0	20.0	5378.0	2098.0	224.0	2603.0	0.0	1.0	60.0	4096.0	42.0	26.0	70.0	44.0	7.0	43.0	102.0	5.0	0.0	4.0	32.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	5.0	16.0	0.0	0.0	14.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532633	60.0	2422.0	551.0	1288.0	394.0	14.0	5668.0	11036.0	953.0	12.0	5200.0	2489.0	239.0	2896.0	0.0	1.0	94.0	3077.0	8.0	67.0	279.0	34.0	0.0	37.0	91.0	0.0	0.0	24.0	40.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	9.0	10.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR5532634	91.0	584.0	1273.0	466.0	951.0	53.0	9376.0	7766.0	1428.0	17.0	7012.0	2721.0	620.0	5977.0	0.0	0.0	83.0	834.0	76.0	58.0	10.0	67.0	20.0	10.0	94.0	0.0	0.0	150.0	76.0	0.0	9.0	8.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	29.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532635	115.0	865.0	1469.0	656.0	738.0	0.0	10567.0	8029.0	1885.0	17.0	7879.0	2514.0	653.0	7104.0	0.0	0.0	93.0	1235.0	65.0	68.0	33.0	80.0	20.0	0.0	51.0	4.0	0.0	70.0	81.0	0.0	13.0	0.0	0.0	11.0	0.0	0.0	0.0	6.0	0.0	22.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532636	284.0	113.0	723.0	332.0	271.0	0.0	1798.0	5060.0	648.0	8.0	3310.0	2932.0	535.0	6157.0	0.0	0.0	71.0	1165.0	42.0	125.0	12.0	6.0	17.0	0.0	32.0	0.0	0.0	70.0	26.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	27.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532637	550.0	240.0	1044.0	516.0	480.0	41.0	2549.0	7027.0	939.0	8.0	5018.0	3888.0	931.0	9571.0	0.0	1.0	72.0	875.0	29.0	202.0	37.0	36.0	0.0	8.0	37.0	0.0	0.0	109.0	61.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	23.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532638	6.0	115.0	43.0	447.0	25.0	0.0	3490.0	6165.0	28.0	0.0	1566.0	342.0	5.0	344.0	0.0	0.0	0.0	12.0	0.0	3.0	6.0	0.0	0.0	0.0	814.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532639	6.0	23.0	147.0	719.0	26.0	0.0	2939.0	3856.0	24.0	0.0	3878.0	509.0	7.0	737.0	0.0	0.0	3.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	1005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532640	3.0	13.0	143.0	1117.0	8.0	0.0	1359.0	6707.0	90.0	0.0	1161.0	743.0	35.0	270.0	0.0	0.0	6.0	87.0	0.0	77.0	0.0	0.0	0.0	0.0	1185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532641	12.0	96.0	156.0	1176.0	16.0	0.0	3395.0	12471.0	25.0	0.0	1945.0	436.0	5.0	327.0	0.0	0.0	7.0	30.0	0.0	12.0	0.0	0.0	0.0	0.0	881.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532642	9.0	347.0	154.0	757.0	58.0	0.0	1937.0	4246.0	120.0	0.0	4033.0	2313.0	82.0	206.0	0.0	0.0	23.0	51.0	0.0	11.0	17.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532644	3.0	133.0	100.0	428.0	23.0	0.0	3170.0	5393.0	46.0	0.0	3181.0	2371.0	0.0	111.0	0.0	0.0	3.0	0.0	0.0	18.0	0.0	0.0	0.0	10.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532645	7.0	173.0	119.0	475.0	14.0	0.0	3202.0	6719.0	72.0	0.0	3151.0	2390.0	0.0	304.0	0.0	0.0	5.0	186.0	0.0	18.0	7.0	0.0	0.0	10.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532649	0.0	238.0	171.0	848.0	11.0	0.0	3801.0	4213.0	58.0	0.0	2586.0	2600.0	3.0	381.0	0.0	0.0	9.0	37.0	0.0	15.0	0.0	0.0	0.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532650	5.0	281.0	108.0	574.0	30.0	0.0	1396.0	5544.0	98.0	0.0	4936.0	1934.0	12.0	667.0	0.0	0.0	23.0	17.0	0.0	17.0	0.0	0.0	0.0	22.0	1035.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532651	0.0	714.0	60.0	533.0	0.0	0.0	1495.0	6432.0	32.0	0.0	3281.0	1673.0	0.0	191.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532652	9.0	667.0	200.0	542.0	36.0	0.0	5233.0	2783.0	52.0	0.0	6930.0	3014.0	14.0	255.0	0.0	0.0	21.0	27.0	3.0	2.0	1.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532653	6.0	85.0	100.0	1236.0	16.0	0.0	2318.0	3113.0	98.0	0.0	1636.0	1271.0	9.0	439.0	0.0	0.0	0.0	61.0	0.0	71.0	0.0	0.0	0.0	0.0	785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532654	9.0	185.0	155.0	5214.0	465.0	0.0	5655.0	17645.0	28.0	0.0	3051.0	544.0	5.0	311.0	0.0	0.0	0.0	57.0	1.0	26.0	0.0	0.0	0.0	0.0	1681.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532655	2.0	443.0	128.0	697.0	5.0	0.0	2127.0	8411.0	65.0	0.0	1927.0	1165.0	0.0	156.0	0.0	0.0	11.0	52.0	3.0	9.0	0.0	1.0	0.0	3.0	706.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532656	11.0	177.0	104.0	550.0	53.0	0.0	2117.0	5433.0	51.0	0.0	2856.0	2286.0	15.0	351.0	0.0	0.0	0.0	23.0	0.0	41.0	0.0	0.0	0.0	14.0	604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532659	7.0	1946.0	857.0	2216.0	617.0	0.0	6117.0	15927.0	680.0	17.0	3609.0	1192.0	156.0	3329.0	0.0	8.0	39.0	1489.0	11.0	22.0	1.0	4.0	5.0	18.0	571.0	0.0	0.0	13.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532663	32.0	947.0	1050.0	1915.0	187.0	25.0	3191.0	14767.0	1359.0	35.0	3090.0	1979.0	303.0	5859.0	4.0	8.0	176.0	4438.0	27.0	62.0	44.0	19.0	18.0	20.0	321.0	0.0	0.0	13.0	66.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532664	24.0	242.0	88.0	266.0	104.0	0.0	620.0	2784.0	27.0	3.0	961.0	13893.0	12.0	557.0	0.0	0.0	9.0	11.0	0.0	0.0	8.0	9.0	4.0	0.0	2.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532665	18.0	148.0	124.0	299.0	28.0	0.0	1241.0	2618.0	80.0	0.0	758.0	5457.0	18.0	731.0	0.0	0.0	15.0	4.0	3.0	3.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532666	57.0	1244.0	499.0	1421.0	350.0	0.0	13825.0	9172.0	380.0	9.0	5783.0	1890.0	98.0	1349.0	0.0	0.0	36.0	1407.0	11.0	23.0	48.0	13.0	11.0	24.0	45.0	0.0	0.0	2.0	7.0	0.0	28.0	4.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532667	374.0	2514.0	1977.0	3300.0	1501.0	32.0	1084.0	15975.0	1788.0	33.0	5296.0	3609.0	295.0	8615.0	0.0	67.0	310.0	3074.0	110.0	170.0	103.0	86.0	100.0	41.0	407.0	0.0	0.0	134.0	507.0	0.0	15.0	0.0	0.0	0.0	0.0	5.0	18.0	0.0	0.0	0.0	0.0	16.0	21.0	3.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532668	162.0	1124.0	1181.0	1540.0	820.0	39.0	1564.0	10036.0	1075.0	109.0	3819.0	2261.0	256.0	8609.0	0.0	49.0	284.0	3666.0	114.0	101.0	42.0	45.0	45.0	34.0	305.0	0.0	0.0	167.0	435.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	16.0	11.0	1.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532669	415.0	3358.0	1126.0	2339.0	1158.0	49.0	798.0	7968.0	989.0	73.0	3184.0	2254.0	341.0	6419.0	0.0	21.0	75.0	2037.0	49.0	35.0	39.0	55.0	49.0	62.0	102.0	0.0	0.0	73.0	145.0	0.0	56.0	6.0	0.0	0.0	0.0	0.0	9.0	178.0	0.0	0.0	0.0	17.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0
SRR5532670	299.0	3437.0	1371.0	4290.0	1361.0	39.0	585.0	14542.0	1061.0	53.0	2429.0	2253.0	260.0	5688.0	5.0	10.0	553.0	1561.0	44.0	85.0	29.0	18.0	0.0	44.0	187.0	0.0	2.0	57.0	121.0	5.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532671	89.0	3671.0	970.0	2049.0	927.0	23.0	2627.0	4820.0	1049.0	151.0	5572.0	6372.0	645.0	8007.0	4.0	16.0	110.0	3773.0	163.0	67.0	298.0	119.0	34.0	52.0	72.0	0.0	0.0	241.0	148.0	0.0	10.0	11.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	126.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532672	142.0	2409.0	1144.0	2018.0	800.0	47.0	2435.0	10704.0	2123.0	333.0	5813.0	5069.0	468.0	8727.0	0.0	23.0	300.0	5302.0	174.0	200.0	192.0	54.0	47.0	61.0	111.0	0.0	0.0	209.0	273.0	6.0	17.0	0.0	0.0	7.0	0.0	0.0	12.0	0.0	0.0	0.0	13.0	15.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532673	174.0	5308.0	1073.0	2296.0	956.0	46.0	1615.0	8731.0	924.0	104.0	4081.0	4517.0	422.0	6042.0	0.0	0.0	44.0	2830.0	100.0	83.0	129.0	71.0	19.0	61.0	55.0	0.0	0.0	71.0	95.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	8.0	1042.0	0.0	0.0	9.0	8.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5532674	180.0	2465.0	952.0	1522.0	728.0	25.0	2141.0	12823.0	1158.0	155.0	3600.0	4570.0	410.0	7744.0	0.0	14.0	65.0	4850.0	78.0	93.0	79.0	32.0	19.0	55.0	71.0	0.0	0.0	123.0	144.0	0.0	15.0	5.0	0.0	4.0	0.0	0.0	4.0	157.0	0.0	0.0	22.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532675	216.0	399.0	1521.0	424.0	424.0	27.0	4558.0	7218.0	1143.0	0.0	6156.0	3786.0	864.0	7357.0	0.0	0.0	65.0	821.0	19.0	91.0	10.0	48.0	0.0	0.0	24.0	0.0	0.0	101.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR5532676	493.0	190.0	687.0	258.0	480.0	22.0	3307.0	5273.0	546.0	0.0	2857.0	3298.0	404.0	4066.0	5.0	0.0	83.0	373.0	28.0	81.0	22.0	17.0	0.0	0.0	34.0	0.0	0.0	82.0	28.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532677	388.0	1897.0	2949.0	1370.0	1746.0	59.0	1332.0	11662.0	1699.0	125.0	7845.0	4722.0	997.0	13885.0	12.0	7.0	156.0	2207.0	131.0	148.0	109.0	110.0	42.0	32.0	102.0	0.0	0.0	419.0	95.0	0.0	5.0	8.0	6.0	0.0	4.0	5.0	59.0	4.0	0.0	15.0	38.0	2.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532678	390.0	1198.0	3344.0	1265.0	2356.0	52.0	1849.0	12129.0	731.0	36.0	6202.0	6621.0	522.0	10247.0	3.0	6.0	155.0	1089.0	112.0	229.0	146.0	96.0	30.0	1.0	83.0	0.0	0.0	275.0	237.0	0.0	0.0	7.0	0.0	30.0	1.0	0.0	21.0	0.0	0.0	22.0	17.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532679	5.0	282.0	286.0	1202.0	28.0	0.0	2497.0	13142.0	365.0	0.0	1986.0	834.0	16.0	536.0	6.0	0.0	7.0	35.0	0.0	20.0	5.0	2.0	0.0	0.0	2107.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532680	4.0	57.0	141.0	866.0	0.0	0.0	1611.0	5638.0	22.0	0.0	2268.0	1038.0	5.0	303.0	0.0	0.0	0.0	75.0	0.0	14.0	0.0	0.0	0.0	0.0	1007.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532681	2.0	55.0	124.0	1480.0	10.0	0.0	4513.0	5475.0	25.0	0.0	2731.0	542.0	1.0	859.0	0.0	0.0	2.0	56.0	0.0	13.0	0.0	0.0	0.0	0.0	2592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532682	4.0	133.0	39.0	665.0	23.0	0.0	7846.0	3057.0	0.0	0.0	1288.0	140.0	0.0	137.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	828.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532683	147.0	1649.0	656.0	1342.0	918.0	28.0	972.0	6373.0	768.0	48.0	3326.0	1821.0	310.0	4506.0	3.0	38.0	165.0	1739.0	39.0	14.0	19.0	30.0	17.0	79.0	63.0	0.0	0.0	46.0	214.0	0.0	72.0	2.0	0.0	0.0	0.0	0.0	15.0	381.0	0.0	0.0	0.0	8.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532684	132.0	1626.0	1026.0	2179.0	982.0	43.0	632.0	8508.0	974.0	135.0	2562.0	2061.0	133.0	4981.0	0.0	3.0	168.0	1671.0	26.0	2.0	25.0	60.0	28.0	45.0	108.0	0.0	0.0	265.0	125.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
