#SampleID	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Dependentiae	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__NB1-j	d__Bacteria;p__FCPU426	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Dadabacteria	d__Bacteria;p__Spirochaetota
SRR8743444	22.0	6901.0	2270.0	7025.0	221.0	656.0	1887.0	11.0	14.0	1038.0	76.0	44.0	10.0	6.0	16.0	7.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743445	24.0	10911.0	4269.0	9220.0	614.0	1602.0	3011.0	30.0	96.0	1700.0	284.0	90.0	12.0	142.0	63.0	31.0	0.0	0.0	25.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743446	0.0	6110.0	250.0	6944.0	27.0	269.0	540.0	3.0	13.0	2171.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743447	0.0	6438.0	1835.0	9465.0	428.0	1386.0	2326.0	9.0	84.0	748.0	207.0	84.0	11.0	0.0	0.0	10.0	0.0	0.0	12.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743456	13.0	12763.0	4182.0	18834.0	1160.0	2548.0	4187.0	39.0	191.0	1544.0	443.0	68.0	2.0	8.0	25.0	4.0	0.0	14.0	23.0	0.0	0.0	10.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743457	10.0	4752.0	992.0	6621.0	130.0	111.0	481.0	0.0	0.0	733.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743461	8.0	7779.0	286.0	2729.0	312.0	148.0	225.0	0.0	12.0	3768.0	50.0	10.0	4.0	0.0	2.0	6.0	0.0	0.0	6.0	0.0	0.0	353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743462	14.0	8702.0	213.0	6130.0	76.0	247.0	529.0	2.0	0.0	3671.0	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743463	10.0	5907.0	671.0	4962.0	171.0	556.0	1048.0	0.0	18.0	2019.0	76.0	16.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743465	24.0	8318.0	534.0	9381.0	54.0	325.0	1141.0	2.0	9.0	3144.0	39.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743466	65.0	6044.0	1339.0	3831.0	353.0	996.0	1919.0	0.0	103.0	511.0	259.0	19.0	8.0	31.0	13.0	7.0	5.0	0.0	20.0	3.0	8.0	18.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743468	7.0	11267.0	4784.0	32047.0	795.0	1038.0	4303.0	19.0	45.0	809.0	214.0	80.0	14.0	4.0	37.0	29.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743469	0.0	4727.0	1297.0	6220.0	373.0	908.0	1159.0	4.0	20.0	380.0	187.0	16.0	3.0	0.0	24.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743472	16.0	4390.0	1416.0	7291.0	240.0	237.0	821.0	5.0	0.0	1133.0	38.0	0.0	2.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743482	114.0	8600.0	2278.0	12708.0	801.0	1877.0	2722.0	23.0	123.0	1148.0	284.0	54.0	3.0	13.0	9.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743484	87.0	7857.0	2484.0	9468.0	559.0	1935.0	2109.0	24.0	101.0	748.0	227.0	57.0	4.0	43.0	27.0	0.0	7.0	0.0	32.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743486	81.0	8365.0	3702.0	8392.0	543.0	1154.0	2384.0	14.0	40.0	1158.0	212.0	54.0	0.0	19.0	49.0	9.0	0.0	0.0	6.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743488	53.0	7567.0	1805.0	5959.0	291.0	306.0	827.0	8.0	16.0	2424.0	134.0	42.0	15.0	7.0	21.0	28.0	0.0	0.0	5.0	6.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743490	4.0	5077.0	1376.0	6289.0	424.0	1276.0	1610.0	15.0	73.0	567.0	197.0	42.0	5.0	5.0	4.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743491	0.0	10684.0	1451.0	12173.0	98.0	249.0	705.0	10.0	0.0	2274.0	26.0	24.0	0.0	10.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743492	2.0	4163.0	1269.0	5529.0	246.0	1013.0	1429.0	9.0	34.0	272.0	99.0	7.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743493	7.0	4403.0	719.0	6991.0	76.0	159.0	403.0	6.0	11.0	1229.0	6.0	24.0	5.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743494	12.0	11061.0	664.0	10647.0	204.0	644.0	1023.0	12.0	21.0	5352.0	65.0	21.0	0.0	0.0	16.0	0.0	0.0	0.0	3.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743499	23.0	11085.0	2887.0	13167.0	1011.0	1970.0	2488.0	12.0	87.0	1003.0	498.0	40.0	7.0	94.0	39.0	16.0	4.0	0.0	17.0	0.0	9.0	15.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
SRR8743501	7.0	5787.0	238.0	5855.0	126.0	159.0	248.0	3.0	5.0	2784.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743502	0.0	11096.0	5011.0	11155.0	936.0	1899.0	2408.0	22.0	66.0	1714.0	305.0	104.0	18.0	81.0	72.0	26.0	6.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743503	13.0	10629.0	3941.0	14409.0	437.0	1258.0	3196.0	17.0	52.0	1443.0	130.0	63.0	15.0	0.0	45.0	28.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743505	17.0	9097.0	1422.0	7367.0	228.0	181.0	704.0	4.0	3.0	2901.0	41.0	31.0	0.0	5.0	0.0	16.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743506	3.0	5803.0	636.0	5163.0	144.0	310.0	811.0	3.0	7.0	1531.0	79.0	14.0	6.0	2.0	0.0	0.0	6.0	0.0	3.0	3.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743507	23.0	11356.0	3545.0	14320.0	941.0	2393.0	3091.0	12.0	161.0	1070.0	318.0	57.0	6.0	54.0	0.0	3.0	0.0	10.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743508	8.0	12627.0	1033.0	19975.0	78.0	86.0	583.0	3.0	6.0	1525.0	25.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743509	3.0	13261.0	5428.0	19416.0	555.0	1231.0	3608.0	22.0	80.0	1924.0	248.0	115.0	15.0	5.0	69.0	22.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743510	0.0	5511.0	1013.0	5359.0	177.0	102.0	1478.0	27.0	0.0	411.0	94.0	105.0	0.0	42.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743512	22.0	10781.0	723.0	4166.0	358.0	391.0	902.0	0.0	31.0	4275.0	85.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743513	47.0	6436.0	1839.0	9862.0	559.0	1683.0	1967.0	12.0	89.0	632.0	172.0	50.0	3.0	6.0	0.0	0.0	0.0	16.0	12.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743515	4.0	6045.0	1631.0	7270.0	583.0	1397.0	1665.0	14.0	55.0	793.0	187.0	64.0	7.0	9.0	0.0	10.0	6.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743516	0.0	4181.0	62.0	3285.0	77.0	25.0	192.0	0.0	0.0	3952.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743517	19.0	9853.0	511.0	8937.0	137.0	268.0	957.0	17.0	82.0	5003.0	133.0	0.0	0.0	0.0	12.0	11.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743518	0.0	5491.0	62.0	2365.0	12.0	0.0	181.0	0.0	0.0	3703.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743519	26.0	7101.0	1395.0	4463.0	306.0	285.0	617.0	2.0	12.0	2135.0	152.0	0.0	0.0	10.0	6.0	20.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743520	24.0	8678.0	1006.0	5150.0	273.0	586.0	981.0	6.0	23.0	2962.0	131.0	35.0	5.0	11.0	5.0	0.0	0.0	0.0	18.0	0.0	0.0	28.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR8743522	0.0	18887.0	0.0	108.0	0.0	0.0	238.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743524	0.0	11160.0	9.0	3961.0	24.0	0.0	72.0	0.0	0.0	6169.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743527	28.0	8667.0	1293.0	5590.0	377.0	711.0	1173.0	11.0	36.0	2436.0	168.0	32.0	6.0	6.0	21.0	0.0	9.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743528	9.0	14006.0	1823.0	8296.0	253.0	329.0	852.0	9.0	13.0	3919.0	10.0	35.0	4.0	5.0	13.0	22.0	0.0	0.0	7.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743529	0.0	6739.0	74.0	5548.0	24.0	63.0	108.0	0.0	0.0	3096.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743532	93.0	8144.0	2413.0	8509.0	565.0	1702.0	2115.0	15.0	148.0	1037.0	232.0	54.0	3.0	12.0	0.0	0.0	0.0	0.0	13.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR8743533	80.0	9416.0	3441.0	10808.0	615.0	1309.0	2982.0	6.0	55.0	931.0	206.0	68.0	12.0	46.0	49.0	19.0	5.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743534	45.0	10106.0	2671.0	10298.0	801.0	2561.0	2696.0	14.0	138.0	1090.0	445.0	52.0	10.0	34.0	12.0	6.0	0.0	17.0	19.0	0.0	12.0	25.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
SRR8743537	93.0	9370.0	3446.0	10797.0	921.0	1950.0	2811.0	25.0	128.0	954.0	336.0	60.0	0.0	50.0	39.0	0.0	0.0	0.0	15.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743539	16.0	5381.0	2474.0	6051.0	319.0	755.0	1715.0	12.0	25.0	373.0	111.0	25.0	3.0	16.0	13.0	18.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743540	121.0	9670.0	2878.0	11079.0	808.0	1868.0	2680.0	15.0	156.0	1114.0	346.0	51.0	16.0	67.0	54.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743541	50.0	7643.0	2413.0	13605.0	384.0	507.0	1429.0	25.0	0.0	1662.0	116.0	59.0	8.0	16.0	10.0	20.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	8.0	0.0
SRR8743544	0.0	4760.0	381.0	5989.0	139.0	197.0	828.0	13.0	13.0	1802.0	15.0	6.0	6.0	4.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743545	0.0	5764.0	2788.0	8390.0	262.0	654.0	1763.0	13.0	45.0	777.0	153.0	50.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743546	0.0	5859.0	546.0	6394.0	48.0	44.0	398.0	0.0	6.0	1072.0	23.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743547	6.0	11811.0	232.0	8441.0	168.0	177.0	393.0	0.0	6.0	5434.0	9.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743568	15.0	9608.0	2822.0	8708.0	419.0	610.0	1211.0	28.0	42.0	2130.0	91.0	52.0	0.0	0.0	26.0	0.0	0.0	0.0	10.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743577	4.0	3505.0	895.0	6277.0	58.0	227.0	761.0	0.0	0.0	701.0	28.0	12.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743580	30.0	10302.0	1856.0	7322.0	254.0	280.0	1042.0	4.0	17.0	3130.0	105.0	34.0	4.0	0.0	19.0	50.0	7.0	2.0	7.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743590	21.0	17992.0	473.0	7791.0	313.0	254.0	610.0	4.0	17.0	6795.0	53.0	28.0	4.0	3.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743593	11.0	7686.0	1268.0	4219.0	226.0	264.0	611.0	0.0	6.0	1941.0	29.0	12.0	0.0	0.0	0.0	14.0	0.0	0.0	8.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743594	46.0	4762.0	1735.0	7379.0	477.0	1086.0	1705.0	5.0	59.0	668.0	226.0	35.0	0.0	0.0	8.0	0.0	0.0	0.0	10.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743595	4.0	5216.0	1166.0	7544.0	84.0	146.0	606.0	5.0	0.0	993.0	35.0	18.0	4.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743607	29.0	6565.0	653.0	9525.0	169.0	424.0	959.0	31.0	10.0	1971.0	63.0	35.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743608	0.0	3156.0	468.0	6408.0	31.0	42.0	135.0	4.0	11.0	492.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743609	46.0	5669.0	2520.0	12010.0	270.0	706.0	1662.0	8.0	26.0	649.0	48.0	37.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743610	25.0	10477.0	4980.0	14001.0	474.0	1657.0	3251.0	25.0	112.0	1746.0	276.0	104.0	23.0	10.0	64.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743625	23.0	3995.0	1712.0	4484.0	237.0	753.0	1224.0	16.0	26.0	491.0	125.0	51.0	4.0	6.0	28.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743626	22.0	6985.0	2165.0	4796.0	304.0	316.0	1361.0	23.0	30.0	1339.0	137.0	27.0	0.0	0.0	15.0	12.0	5.0	0.0	6.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743627	9.0	13537.0	3034.0	12659.0	690.0	763.0	1493.0	57.0	38.0	3890.0	116.0	56.0	0.0	6.0	28.0	68.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743630	0.0	4111.0	304.0	2088.0	19.0	13.0	75.0	0.0	7.0	4158.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743644	0.0	11448.0	4173.0	17486.0	684.0	1494.0	2819.0	8.0	32.0	894.0	196.0	59.0	9.0	41.0	18.0	22.0	0.0	0.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743654	150.0	16239.0	6868.0	17477.0	1177.0	1858.0	4629.0	59.0	101.0	1595.0	495.0	134.0	6.0	129.0	80.0	52.0	19.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743671	9.0	6466.0	2981.0	11372.0	404.0	1103.0	2008.0	11.0	29.0	653.0	129.0	42.0	0.0	10.0	28.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743672	23.0	10740.0	1744.0	6283.0	307.0	196.0	719.0	8.0	17.0	4395.0	84.0	0.0	0.0	28.0	0.0	176.0	3.0	0.0	6.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743673	99.0	20319.0	715.0	6854.0	458.0	711.0	1749.0	42.0	16.0	11454.0	265.0	28.0	0.0	6.0	23.0	30.0	0.0	0.0	11.0	0.0	0.0	409.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
SRR8743674	61.0	4645.0	1249.0	7107.0	355.0	609.0	1421.0	6.0	23.0	404.0	118.0	23.0	0.0	19.0	6.0	0.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743688	65.0	16760.0	6716.0	20744.0	1178.0	3150.0	5341.0	46.0	158.0	2077.0	400.0	198.0	29.0	38.0	141.0	50.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743689	102.0	13784.0	5773.0	13361.0	940.0	2460.0	3628.0	48.0	154.0	1603.0	430.0	98.0	34.0	161.0	101.0	39.0	0.0	0.0	26.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743690	0.0	6205.0	810.0	6053.0	242.0	113.0	290.0	0.0	3.0	2074.0	72.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743691	0.0	4016.0	962.0	4995.0	202.0	836.0	1165.0	44.0	51.0	492.0	184.0	41.0	13.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743692	26.0	8187.0	644.0	5471.0	404.0	376.0	774.0	4.0	21.0	3072.0	130.0	33.0	0.0	4.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743693	10.0	10504.0	1869.0	9251.0	343.0	439.0	1206.0	2.0	19.0	2825.0	29.0	34.0	7.0	14.0	11.0	18.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743696	63.0	4390.0	1966.0	6018.0	272.0	487.0	1437.0	15.0	25.0	572.0	80.0	37.0	20.0	18.0	41.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743741	6.0	4966.0	121.0	7053.0	68.0	30.0	213.0	0.0	0.0	2440.0	7.0	7.0	0.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743747	9.0	4482.0	948.0	6318.0	404.0	827.0	1130.0	29.0	52.0	482.0	171.0	24.0	22.0	0.0	9.0	5.0	4.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743748	9.0	18851.0	2203.0	10700.0	209.0	448.0	1186.0	3.0	21.0	12532.0	96.0	48.0	0.0	4.0	13.0	32.0	0.0	0.0	6.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743749	61.0	6931.0	2345.0	10730.0	596.0	1750.0	2136.0	20.0	107.0	782.0	319.0	46.0	18.0	10.0	0.0	0.0	0.0	6.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743750	32.0	9876.0	1116.0	3565.0	288.0	111.0	414.0	4.0	5.0	4195.0	6.0	21.0	0.0	6.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743751	0.0	7184.0	930.0	10279.0	158.0	207.0	631.0	15.0	20.0	1255.0	2.0	28.0	6.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743752	51.0	8198.0	2300.0	9178.0	785.0	2010.0	1657.0	14.0	60.0	1052.0	258.0	40.0	3.0	0.0	15.0	0.0	3.0	5.0	15.0	8.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743755	24.0	22104.0	6394.0	29144.0	2185.0	4394.0	7152.0	52.0	297.0	2904.0	786.0	169.0	4.0	30.0	139.0	8.0	0.0	27.0	31.0	23.0	11.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743759	4.0	3916.0	1169.0	6006.0	256.0	685.0	1643.0	10.0	56.0	303.0	164.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743762	0.0	9311.0	648.0	3845.0	203.0	455.0	834.0	5.0	20.0	4079.0	46.0	29.0	5.0	13.0	4.0	0.0	0.0	0.0	0.0	2.0	5.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743763	4.0	9410.0	1071.0	6731.0	240.0	173.0	401.0	0.0	0.0	3628.0	79.0	25.0	3.0	4.0	17.0	38.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743764	61.0	14673.0	2071.0	9152.0	438.0	1530.0	2232.0	49.0	106.0	3572.0	243.0	40.0	23.0	11.0	34.0	0.0	0.0	12.0	21.0	0.0	12.0	15.0	5.0	16.0	0.0	0.0	4.0	0.0	0.0	0.0
SRR8743765	10.0	6909.0	728.0	10290.0	122.0	383.0	789.0	0.0	13.0	3348.0	60.0	13.0	0.0	0.0	15.0	0.0	0.0	4.0	7.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743766	70.0	14281.0	5606.0	20592.0	804.0	2141.0	3787.0	23.0	54.0	2375.0	402.0	88.0	16.0	2.0	70.0	4.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743767	0.0	10241.0	4941.0	18497.0	489.0	876.0	3784.0	29.0	42.0	967.0	191.0	90.0	0.0	6.0	49.0	25.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743768	10.0	12453.0	1028.0	7331.0	517.0	527.0	1101.0	0.0	7.0	3821.0	55.0	35.0	10.0	3.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743769	121.0	17607.0	4628.0	19727.0	1479.0	3599.0	4502.0	48.0	317.0	2895.0	614.0	90.0	9.0	24.0	37.0	16.0	0.0	22.0	28.0	0.0	12.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
